0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
嘉丰佳苑,嘉定,107104180783,340,32043元/平米,2003年建/板楼,2室2厅1厨1卫,中楼层 (共9层),106.11㎡,平层,暂无数据,板楼,北 南,钢混结构,精装,一梯两户,有,2021-07-05,商品房,2004-06-01,普通住宅,满五年,非共有,无抵押,已上传房本照片,"码
202101040407





查询房管备案记录",,,
汇成五村,徐汇,107103886350,446,80072元/平米,1994年建/板楼,2室1厅1厨1卫,中楼层 (共6层),55.7㎡,平层,暂无数据,板楼,南,砖混结构,简装,一梯三户,无,2021-04-23,商品房,2016-08-13,普通住宅,满五年,共有,无抵押,已上传房本照片,"码
202100748438





查询房管备案记录",,,
新泾六村,长宁,107104194006,438,69151元/平米,1997年建/板楼,2室1厅1厨1卫,低楼层 (共6层),63.34㎡,平层,暂无数据,板楼,南,砖混结构,毛坯,一梯三户,无,2021-07-09,商品房,2000-08-01,普通住宅,满五年,非共有,无抵押,已上传房本照片,"码
202101042526





查询房管备案记录",,,
宏立瑞园,嘉定,107104085173,268,44907元/平米,2010年建/板楼,1室2厅1厨1卫,低楼层 (共18层),59.68㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,两梯四户,有,2021-06-11,商品房,2016-08-02,普通住宅,满五年,共有,无抵押,已上传房本照片,"码
202101195267





查询房管备案记录",,,
安居锦竹苑,普陀,107104275108,385,49614元/平米,2013年建/板楼,2室1厅1厨1卫,中楼层 (共28层),77.6㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,两梯四户,有,2021-08-01,售后公房,2015-01-23,普通住宅,满五年,共有,无抵押,已上传房本照片,"码
202101192277





查询房管备案记录",,,
三林世博家园(大道站路94弄),浦东,107103702021,485,58168元/平米,2006年建/板楼,2室2厅1厨1卫,低楼层 (共6层),83.38㎡,平层,暂无数据,板楼,南,钢混结构,简装,一梯两户,无,2021-03-14,动迁安置房,2017-05-25,普通住宅,满两年,共有,无抵押,已上传房本照片,"码
202100642320





查询房管备案记录",,,
泰晤士小镇(公寓),松江,107104275430,338,47889元/平米,2007年建/板楼,1室1厅1厨1卫,中楼层 (共4层),70.58㎡,平层,暂无数据,板楼,南,钢混结构,简装,一梯三户,无,2021-08-01,商品房,2016-02-05,普通住宅,满五年,共有,无抵押,已上传房本照片,"码
202101185942





查询房管备案记录",,,
上南路3848弄,浦东,107103849004,282,66573元/平米,1996年建/板楼,1室1厅1厨1卫,高楼层 (共6层),42.36㎡,平层,暂无数据,板楼,南 北,砖混结构,简装,一梯四户,无,2021-04-14,动迁安置房,2003-05-26,普通住宅,满五年,非共有,无抵押,已上传房本照片,"码
202100689179





查询房管备案记录",,,
翔华新村,嘉定,107103750463,285,36918元/平米,1997年建/板楼,2室2厅1厨1卫,高楼层 (共6层),77.2㎡,平层,暂无数据,板楼,南,砖混结构,简装,一梯两户,无,2021-03-24,商品房,2014-01-21,普通住宅,满五年,非共有,无抵押,已上传房本照片,"码
202100599560





查询房管备案记录",,,
静安新城十区,闵行,107104081688,388,77291元/平米,1997年建/板楼,1室1厅1厨1卫,中楼层 (共6层),50.2㎡,平层,暂无数据,板楼,南,砖混结构,精装,一梯两户,无,2021-06-10,商品房,2009-05-10,普通住宅,满五年,共有,无抵押,已上传房本照片,"码
202101098891





查询房管备案记录",,,
康乐小区(徐汇),徐汇,107104261743,458,91345元/平米,1992年建/板楼,2室1厅1厨1卫,低楼层 (共4层),50.14㎡,平层,暂无数据,板楼,南 北,砖混结构,简装,一梯四户,无,2021-07-29,商品房,2000-07-29,普通住宅,满五年,非共有,无抵押,已上传房本照片,"码
202101138547





查询房管备案记录",,,
泉灵小区,静安,107103951290,242,56635元/平米,1994年建/板楼,1室1厅1厨1卫,高楼层 (共6层),42.73㎡,平层,暂无数据,板楼,南,砖混结构,简装,一梯三户,无,2021-05-08,商品房,2010-11-15,普通住宅,满五年,共有,无抵押,已上传房本照片,"码
202101281613





查询房管备案记录",,,
鞍山四村第一小区,杨浦,107104154274,280,77843元/平米,1981年建/板楼,1室1厅1厨1卫,高楼层 (共6层),35.97㎡,平层,暂无数据,板楼,南,砖混结构,简装,一梯五户,无,2021-06-29,商品房,2001-01-09,普通住宅,满五年,非共有,无抵押,已上传房本照片,"码
202101010988





查询房管备案记录",,,
延长小区(普陀),普陀,107104149774,248,61939元/平米,1989年建/板楼,1室1厅1厨1卫,高楼层 (共6层),40.04㎡,平层,暂无数据,板楼,南,砖混结构,精装,一梯五户,无,2021-06-27,商品房,2014-07-28,普通住宅,满五年,共有,无抵押,已上传房本照片,"码
202100993141





查询房管备案记录",,,
正阳世纪星城丽骏湾,奉贤,107103880091,246,32382元/平米,2010年建/板楼,2室1厅1厨1卫,低楼层 (共22层),75.97㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,2021-04-21,商品房,2009-11-02,普通住宅,满五年,共有,无抵押,已上传房本照片,"码
202100780847





查询房管备案记录",,,
东建新村,浦东,107104216459,275,89315元/平米,1975年建/板楼,1室1厅1厨1卫,中楼层 (共5层),30.79㎡,平层,暂无数据,板楼,南,砖混结构,简装,一梯四户,无,2021-07-15,商品房,2006-05-24,普通住宅,满五年,共有,无抵押,已上传房本照片,"码
202101100408





查询房管备案记录",,,
棕榈滩海景城,奉贤,107102703028,122,14011元/平米,2004年建/板楼,2室2厅1厨1卫,中楼层 (共4层),87.08㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯两户,无,2020-06-21,商品房,2016-11-29,普通住宅,满两年,非共有,有抵押,已上传房本照片,"码
202100648141





查询房管备案记录",,,
古华新村,奉贤,107104016304,158,21945元/平米,未知年建/板楼,2室1厅1厨1卫,高楼层 (共4层),72㎡,平层,暂无数据,板楼,南,砖混结构,简装,一梯四户,无,2021-05-25,商品房,2013-02-05,普通住宅,满五年,共有,无抵押,已上传房本照片,"码
202100933042





查询房管备案记录",,,
和新小区,静安,107104150113,253,60325元/平米,1983年建/板楼,1室1厅1厨1卫,中楼层 (共6层),41.94㎡,平层,41.94㎡,板楼,南,砖混结构,简装,一梯六户,无,2021-06-27,售后公房,2003-03-02,普通住宅,满五年,非共有,无抵押,已上传房本照片,"码
202101064086





查询房管备案记录",,,
桃园公寓(嘉定),嘉定,107104202770,265,26809元/平米,1998年建/塔楼,2室2厅1厨1卫,中楼层 (共29层),98.85㎡,平层,暂无数据,塔楼,南 北,钢混结构,精装,三梯八户,有,2021-07-11,商品房,2015-07-20,普通住宅,满五年,非共有,无抵押,已上传房本照片,"码
202101207048





查询房管备案记录",,,
驰骋新苑,静安,107104274869,275,56330元/平米,1995年建/板楼,2室1厅1厨1卫,高楼层 (共6层),48.82㎡,平层,暂无数据,板楼,南,砖混结构,简装,一梯四户,无,2021-08-01,商品房,2000-12-04,普通住宅,满五年,非共有,无抵押,已上传房本照片,"码
202101143778





查询房管备案记录",,,
莘松四村,闵行,107104043764,379,58579元/平米,1993年建/板楼,2室1厅1厨1卫,高楼层 (共6层),64.7㎡,平层,64.7㎡,板楼,南,砖混结构,精装,一梯两户,无,2021-06-02,商品房,2015-07-22,普通住宅,满五年,共有,无抵押,已上传房本照片,"码
202100906653





查询房管备案记录",,,
外冈佳苑,嘉定,107103512877,166,20324元/平米,2013年建/板楼,2室2厅1厨1卫,低楼层 (共11层),81.68㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯三户,有,2021-01-17,商品房,2018-06-30,普通住宅,满两年,共有,有抵押 107万元 107万左右的抵押,已上传房本照片,"码
202100562876





查询房管备案记录",,,
双山小区,普陀,107104161026,238,61931元/平米,1993年建/板楼,1室1厅1厨1卫,高楼层 (共6层),38.43㎡,平层,38.43㎡,板楼,南 西,砖混结构,精装,一梯五户,无,2021-06-30,商品房,2016-01-19,普通住宅,满五年,共有,无抵押,已上传房本照片,"码
202101064654





查询房管备案记录",,,
上南九村,浦东,107104146909,409,68879元/平米,1986年建/板楼,2室1厅1厨1卫,低楼层 (共6层),59.38㎡,平层,暂无数据,板楼,南,砖混结构,简装,一梯四户,无,2021-06-27,商品房,2017-10-30,普通住宅,满两年,共有,无抵押,已上传房本照片,"码
202100995458





查询房管备案记录",,,
南方新村,闵行,107104012879,418,74924元/平米,1993年建/板楼,2室1厅1厨1卫,高楼层 (共6层),55.79㎡,平层,暂无数据,板楼,南,砖混结构,精装,一梯四户,无,2021-05-24,商品房,2016-10-15,普通住宅,满两年,非共有,有抵押 120万,已上传房本照片,"码
202100880341





查询房管备案记录",,,
宝林二村,宝山,107104176396,233,51801元/平米,1989年建/板楼,2室1厅1厨1卫,中楼层 (共6层),44.98㎡,平层,暂无数据,板楼,南,砖混结构,简装,一梯三户,无,2021-07-04,商品房,2001-11-12,普通住宅,满五年,共有,无抵押,已上传房本照片,"码
202101030920





查询房管备案记录",,,
古华新村,奉贤,107104352291,155,22290元/平米,1991年建/板楼,2室1厅1厨1卫,高楼层 (共5层),69.54㎡,平层,暂无数据,板楼,南,砖混结构,简装,一梯两户,无,2021-08-20,商品房,2021-03-31,普通住宅,未满两年,非共有,有抵押 80万元 客户偿还,已上传房本照片,"码
202101257778





查询房管备案记录",,,
佳伟景苑,浦东,107104153540,257,48227元/平米,2013年建/板楼,1室1厅1厨1卫,低楼层 (共6层),53.29㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,一梯四户,无,2021-06-28,动迁安置房,2018-04-11,普通住宅,满两年,共有,无抵押,已上传房本照片,"码
202101000586





查询房管备案记录",,,
桃园小区(嘉定),嘉定,107104106206,135,30815元/平米,1984年建/板楼,1室1厅1厨1卫,高楼层 (共6层),43.81㎡,平层,暂无数据,板楼,南,砖混结构,简装,一梯三户,无,2021-06-16,商品房,2016-07-20,普通住宅,满两年,共有,有抵押 40万元,已上传房本照片,"码
202100961199





查询房管备案记录",,,
双山小区,普陀,107104099582,240,61586元/平米,1993年建/板楼,1室1厅1厨1卫,高楼层 (共6层),38.97㎡,平层,暂无数据,板楼,东,砖混结构,简装,一梯五户,无,2021-06-14,商品房,2016-09-25,普通住宅,满两年,共有,有抵押 30万元 建设银行 业主自还,已上传房本照片,"码
202100644380





查询房管备案记录",,,
海滨七村,宝山,107104074074,175,41450元/平米,1986年建/板楼,1室1厅1厨1卫,高楼层 (共6层),42.22㎡,平层,暂无数据,板楼,南,砖混结构,简装,一梯四户,无,2021-06-08,商品房,2003-12-17,普通住宅,满五年,共有,无抵押,已上传房本照片,"码
202100924869





查询房管备案记录",,,
红翔新村,嘉定,107103969301,285,41371元/平米,1995年建/板楼,2室1厅1厨1卫,中楼层 (共6层),68.89㎡,平层,暂无数据,板楼,南,砖混结构,简装,一梯两户,无,2021-05-13,商品房,2006-06-28,普通住宅,满五年,共有,无抵押,已上传房本照片,"码
202100829175





查询房管备案记录",,,
锦苑小区(长宁),长宁,107104158243,360,77420元/平米,1990年建/板楼,1室1厅1厨1卫,中楼层 (共6层),46.5㎡,平层,暂无数据,板楼,南,砖混结构,精装,一梯四户,无,2021-06-30,商品房,2006-01-08,普通住宅,满五年,共有,无抵押,已上传房本照片,"码
202101004716





查询房管备案记录",,,
安居锦竹苑,普陀,107103944643,390,50174元/平米,2013年建/板楼,2室1厅1厨1卫,中楼层 (共28层),77.73㎡,平层,暂无数据,板楼,南,钢混结构,简装,两梯四户,有,2021-05-07,商品房,2014-10-17,普通住宅,满五年,共有,无抵押,已上传房本照片,"码
202100810034





查询房管备案记录",,,
绿庭尚城,松江,107104111271,382,54370元/平米,2010年建/塔楼,2室1厅1厨1卫,中楼层 (共22层),70.26㎡,平层,暂无数据,塔楼,南,钢混结构,精装,两梯六户,有,2021-06-17,商品房,2012-03-01,普通住宅,满五年,共有,无抵押,已上传房本照片,"码
202100968584





查询房管备案记录",,,
锦苑小区(长宁),长宁,107104225294,293,72651元/平米,1990年建/板楼,1室1厅1厨1卫,低楼层 (共6层),40.33㎡,平层,暂无数据,板楼,南,砖混结构,简装,一梯五户,无,2021-07-17,商品房,2008-07-15,普通住宅,满五年,非共有,无抵押,已上传房本照片,"码
202101063091





查询房管备案记录",,,
新理想花园,松江,107104098516,236,36692元/平米,2006年建/板楼,2室1厅1厨1卫,低楼层 (共14层),64.32㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯四户,有,2021-06-14,商品房,2016-06-12,普通住宅,满五年,非共有,无抵押,已上传房本照片,"码
202100946003





查询房管备案记录",,,
长白三村,杨浦,107104184955,195,68016元/平米,1992年建/板楼,1室1厅1厨1卫,中楼层 (共5层),28.67㎡,平层,暂无数据,板楼,北,砖混结构,精装,一梯六户,无,2021-07-06,商品房,2018-06-05,普通住宅,满两年,共有,有抵押 40万元,已上传房本照片,"码
202101064780





查询房管备案记录",,,
海江二村,宝山,107104009055,183,43928元/平米,1994年建/板楼,1室1厅1厨1卫,高楼层 (共6层),41.66㎡,平层,暂无数据,板楼,南,砖混结构,简装,一梯四户,无,2021-05-23,商品房,2015-04-24,普通住宅,满五年,共有,有抵押 38万元 公积金 客户偿还,已上传房本照片,"码
202100867032





查询房管备案记录",,,
雍华府(公寓),闵行,107104228970,399,67628元/平米,2011年建/板楼,1室1厅1厨1卫,高楼层 (共8层),59㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯四户,有,2021-07-18,商品房,2014-06-30,普通住宅,满五年,非共有,无抵押,已上传房本照片,"码
202101078751





查询房管备案记录",,,
李园一村,嘉定,107103869613,248,27075元/平米,1989年建/板楼,3室1厅1厨1卫,高楼层 (共6层),91.6㎡,平层,暂无数据,板楼,南,砖混结构,精装,一梯两户,无,2021-04-18,商品房,2016-06-18,普通住宅,满五年,共有,无抵押,已上传房本照片,"码
202101248139





查询房管备案记录",,,
银杏小区,嘉定,107104099527,215,29453元/平米,1991年建/板楼,2室1厅1厨1卫,低楼层 (共6层),73㎡,平层,暂无数据,板楼,南,砖混结构,简装,一梯三户,无,2021-06-14,商品房,1997-01-27,普通住宅,满五年,非共有,无抵押,已上传房本照片,"码
202101025813





查询房管备案记录",,,
平民后村,普陀,107103333531,249,63961元/平米,1987年建/板楼,1室1厅1厨1卫,中楼层 (共7层),38.93㎡,平层,暂无数据,板楼,南,钢混结构,简装,一梯三户,无,2020-11-28,商品房,2003-05-29,普通住宅,满五年,非共有,无抵押,已上传房本照片,"码
202100547009





查询房管备案记录",,,
银河新都,闵行,107104226662,435,61199元/平米,2007年建/板楼,2室1厅1厨1卫,低楼层 (共10层),71.08㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯四户,有,2021-07-17,动迁安置房,2013-02-21,普通住宅,满五年,非共有,有抵押 20万元 公积金贷款十几万 业主自还,已上传房本照片,"码
202100837891





查询房管备案记录",,,
天山五村,长宁,107104368592,210,71697元/平米,1982年建/板楼,1室0厅1厨1卫,中楼层 (共6层),29.29㎡,平层,暂无数据,板楼,南,砖混结构,简装,一梯四户,无,2021-08-25,商品房,2021-08-21,普通住宅,未满两年,共有,无抵押,已上传房本照片,"码
202101281253





查询房管备案记录",,,
紫阳花苑,徐汇,107104246213,345,78588元/平米,1996年建/板楼,1室1厅1厨1卫,中楼层 (共6层),43.9㎡,平层,43.9㎡,板楼,南,混合结构,简装,一梯四户,无,2021-07-23,商品房,2000-04-22,普通住宅,满五年,非共有,无抵押,未上传房本照片,"码
202101135073





查询房管备案记录",,,
康桥水都(公寓),宝山,107103132096,428,42452元/平米,2005年建/板楼,2室2厅1厨1卫,中楼层 (共6层),100.82㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,一梯两户,无,2020-10-04,商品房,2005-06-17,普通住宅,满五年,共有,无抵押,已上传房本照片,"码
202100568944





查询房管备案记录",,,
南陈小区,嘉定,107104103034,175,27011元/平米,1997年建/板楼,2室1厅1厨1卫,高楼层 (共6层),64.79㎡,平层,暂无数据,板楼,南,砖混结构,精装,一梯四户,无,2021-06-15,商品房,2017-03-01,普通住宅,满两年,共有,无抵押,已上传房本照片,"码
202101156819





查询房管备案记录",,,
鞍山四村第三小区,杨浦,107104188665,265,70951元/平米,1988年建/板楼,1室1厅1厨1卫,中楼层 (共5层),37.35㎡,平层,暂无数据,板楼,西北,砖混结构,简装,一梯八户,无,2021-07-08,商品房,2006-07-30,普通住宅,满五年,非共有,无抵押,已上传房本照片,"码
202101082315





查询房管备案记录",,,
俞一小区,徐汇,107104123603,280,77391元/平米,1990年建/板楼,1室0厅1厨1卫,高楼层 (共6层),36.18㎡,平层,暂无数据,板楼,南,砖混结构,精装,一梯四户,无,2021-06-20,商品房,2016-11-21,普通住宅,满两年,非共有,有抵押 90万元 业主自还,已上传房本照片,"码
202101041619





查询房管备案记录",,,
罗城小区,徐汇,107104245652,368,74104元/平米,1997年建/板楼,1室1厅1厨1卫,中楼层 (共6层),49.66㎡,平层,暂无数据,板楼,南,砖混结构,简装,一梯两户,无,2021-07-23,商品房,2014-08-17,普通住宅,满五年,共有,有抵押 60万元 正常购房抵押贷款 客户偿还,已上传房本照片,"码
202101092600





查询房管备案记录",,,
敦化路3弄,杨浦,107104094899,257,64573元/平米,1984年建/板楼,1室1厅1厨1卫,高楼层 (共5层),39.8㎡,平层,暂无数据,板楼,南,砖混结构,精装,一梯四户,无,2021-06-13,商品房,2000-07-08,普通住宅,满五年,非共有,无抵押,已上传房本照片,"码
202100950739





查询房管备案记录",,,
双秀西园,浦东,107104196137,285,52769元/平米,2008年建/板楼,1室1厅1厨1卫,低楼层 (共6层),54.01㎡,平层,暂无数据,板楼,南,钢混结构,简装,一梯两户,无,2021-07-10,动迁安置房,2018-12-09,普通住宅,满两年,共有,无抵押,已上传房本照片,"码
202101040797





查询房管备案记录",,,
梅陇四村,徐汇,107104283119,389,57579元/平米,1997年建/塔楼,1室1厅1厨1卫,高楼层 (共27层),67.56㎡,平层,暂无数据,塔楼,南,钢混结构,简装,两梯八户,有,2021-08-03,商品房,2009-04-19,普通住宅,满五年,共有,无抵押,已上传房本照片,"码
202101159438





查询房管备案记录",,,
柳营路1025弄,静安,107104248179,320,90935元/平米,1985年建/板楼,1室1厅1厨1卫,低楼层 (共6层),35.19㎡,平层,暂无数据,板楼,南,砖混结构,精装,一梯四户,无,2021-07-24,商品房,2005-05-29,普通住宅,满五年,共有,无抵押,已上传房本照片,"码
202100545261





查询房管备案记录",,,
玉屏小区,长宁,107103991591,300,78166元/平米,1989年建/板楼,1室1厅1厨1卫,中楼层 (共7层),38.38㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯五户,无,2021-05-19,商品房,2015-12-26,普通住宅,满五年,共有,无抵押,已上传房本照片,"码
202100968516





查询房管备案记录",,,
工农新村(新场),浦东,107103410135,115,26983元/平米,1982年建/板楼,1室1厅1厨1卫,高楼层 (共4层),42.62㎡,平层,暂无数据,板楼,南,砖混结构,毛坯,一梯三户,无,2020-12-19,商品房,1994-12-25,普通住宅,满五年,非共有,无抵押,已上传房本照片,"码
202101251588





查询房管备案记录",,,
阳曲路470弄,静安,107104370291,238,48972元/平米,1992年建/板楼,2室0厅1厨1卫,中楼层 (共6层),48.6㎡,平层,48.6㎡,板楼,南,砖混结构,毛坯,一梯三户,无,2021-08-25,商品房,2021-05-27,普通住宅,未满两年,共有,无抵押,已上传房本照片,"码
202101281584





查询房管备案记录",,,
花溪园,普陀,107104017727,318,74648元/平米,1998年建/板楼,1室1厅1厨1卫,中楼层 (共7层),42.6㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,一梯五户,无,2021-05-26,商品房,2010-10-15,普通住宅,满五年,非共有,无抵押,已上传房本照片,"码
202100874111





查询房管备案记录",,,
东湾小区,徐汇,107104275390,280,63666元/平米,1995年建/板楼,1室1厅0厨1卫,中楼层 (共6层),43.98㎡,平层,暂无数据,板楼,南,砖混结构,简装,一梯四户,无,2021-08-01,商品房,2005-11-11,普通住宅,满五年,非共有,无抵押,已上传房本照片,"码
202101161305





查询房管备案记录",,,
惠明苑,闵行,107103686428,670,62776元/平米,2008年建/板楼,2室2厅1厨1卫,中楼层 (共12层),106.73㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,一梯两户,有,2021-03-10,商品房,2011-03-01,普通住宅,满五年,共有,无抵押,已上传房本照片,"码
202100550290





查询房管备案记录",,,
凤城路104弄,杨浦,107103817235,396,78447元/平米,1997年建/板楼,2室0厅1厨1卫,低楼层 (共7层),50.48㎡,平层,暂无数据,板楼,南,钢混结构,简装,一梯三户,无,2021-04-07,商品房,1999-04-01,普通住宅,满五年,非共有,无抵押,已上传房本照片,"码
202100803180





查询房管备案记录",,,
海滨新村,宝山,107104178654,188,43885元/平米,1978年建/板楼,2室1厅1厨1卫,高楼层 (共4层),42.84㎡,平层,暂无数据,板楼,南,砖混结构,简装,一梯六户,无,2021-07-04,商品房,2016-09-24,普通住宅,满两年,共有,无抵押,已上传房本照片,"码
202101033550





查询房管备案记录",,,
控江路130号,杨浦,107104270461,199,56422元/平米,1976年建/板楼,1室1厅1厨1卫,高楼层 (共5层),35.27㎡,平层,暂无数据,板楼,南,砖混结构,精装,一梯四户,无,2021-07-31,商品房,2018-12-04,普通住宅,满两年,共有,无抵押,已上传房本照片,"码
202101134433





查询房管备案记录",,,
斜土路1620号,徐汇,107103811279,490,83675元/平米,1987年建/塔楼,2室1厅0厨1卫,低楼层 (共16层),58.56㎡,平层,暂无数据,塔楼,南,钢混结构,简装,两梯十二户,有,2021-04-05,商品房,1997-05-08,普通住宅,满五年,非共有,无抵押,已上传房本照片,"码
202100807372





查询房管备案记录",,,
经纬学府涵青花园(二期),宝山,107104121155,618,64309元/平米,2010年建/板楼,2室1厅1厨1卫,高楼层 (共17层),96.1㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,两梯三户,有,2021-06-20,商品房,2011-03-20,普通住宅,满五年,共有,有抵押 40万元,已上传房本照片,"码
202100986109





查询房管备案记录",,,
绿地蓝海庭,浦东,107104119268,170,25955元/平米,未知年建/板楼,1室1厅1厨1卫,高楼层 (共5层),65.5㎡,平层,暂无数据,板楼,南,混合结构,精装,一梯一户,无,2021-06-20,商品房,2018-06-15,普通住宅,满两年,非共有,有抵押 80万元,已上传房本照片,"码
202100708516





查询房管备案记录",,,
桃浦七村雪松苑,普陀,107104244950,230,46204元/平米,1995年建/板楼,2室0厅1厨1卫,高楼层 (共6层),49.78㎡,平层,暂无数据,板楼,南,砖混结构,精装,一梯四户,无,2021-07-23,商品房,2017-05-21,普通住宅,满两年,非共有,有抵押 130万元,已上传房本照片,"码
202101091781





查询房管备案记录",,,
欣怡小区,长宁,107103082324,305,80137元/平米,1990年建/板楼,1室1厅1厨1卫,低楼层 (共6层),38.06㎡,平层,暂无数据,板楼,北,砖混结构,简装,一梯五户,无,2020-09-20,商品房,2016-05-31,普通住宅,满五年,共有,无抵押,已上传房本照片,"码
202100663095





查询房管备案记录",,,
桃园公寓(嘉定),嘉定,107103189109,255,25797元/平米,1996年建/塔楼,2室2厅1厨1卫,低楼层 (共29层),98.85㎡,平层,暂无数据,塔楼,南 北,钢混结构,简装,三梯八户,有,2020-10-18,商品房,2001-04-05,普通住宅,满五年,非共有,无抵押,已上传房本照片,"码
202101280883





查询房管备案记录",,,
万顺水原墅(公寓),闵行,107103920528,209,45190元/平米,2012年建/塔楼,1室1厅1厨1卫,低楼层 (共12层),46.25㎡,平层,暂无数据,塔楼,南,钢混结构,精装,两梯十五户,有,2021-04-30,商品房,2017-03-26,普通住宅,满两年,共有,无抵押,已上传房本照片,"码
202100782433





查询房管备案记录",,,
呼玛四村,宝山,107103954671,215,48875元/平米,1993年建/板楼,1室1厅1厨1卫,高楼层 (共6层),43.99㎡,平层,暂无数据,板楼,南,砖混结构,毛坯,一梯四户,无,2021-05-09,商品房,2002-11-16,普通住宅,满五年,非共有,无抵押,已上传房本照片,"码
202100844922





查询房管备案记录",,,
桃浦七村雪松苑,普陀,107104375251,205,42321元/平米,1995年建/板楼,2室0厅0厨1卫,高楼层 (共6层),48.44㎡,平层,暂无数据,板楼,南,砖混结构,简装,一梯四户,无,2021-08-26,售后公房,2021-07-16,普通住宅,未满两年,共有,无抵押,已上传房本照片,"码
202101282838





查询房管备案记录",,,
岭南路270弄,静安,107103588703,262,53015元/平米,1983年建/板楼,2室0厅1厨1卫,中楼层 (共5层),49.42㎡,平层,暂无数据,板楼,南,砖混结构,简装,一梯三户,无,2021-02-19,商品房,2017-12-21,普通住宅,满两年,非共有,有抵押 100万元 个人抵押 客户偿还,已上传房本照片,"码
202100458652





查询房管备案记录",,,
馨佳园(菊泉街1398弄),宝山,107104118100,345,43910元/平米,2011年建/板楼,2室1厅1厨1卫,中楼层 (共24层),78.57㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,两梯五户,有,2021-06-19,商品房,2017-02-24,普通住宅,满两年,非共有,无抵押,已上传房本照片,"码
202100965626





查询房管备案记录",,,
贝尚湾(公寓),松江,107104071560,555,62276元/平米,2012年建/板楼,2室2厅1厨1卫,低楼层 (共16层),89.12㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯四户,有,2021-06-07,商品房,2013-11-10,普通住宅,满五年,共有,有抵押 100万元 中国建设银行,已上传房本照片,"码
202100915938





查询房管备案记录",,,
梅州新村,金山,107103815170,75,12559元/平米,1988年建/板楼,2室1厅1厨1卫,高楼层 (共6层),59.72㎡,平层,51.2㎡,板楼,南,砖混结构,简装,一梯三户,无,2021-04-06,商品房,2001-08-16,普通住宅,满五年,共有,无抵押,已上传房本照片,"码
202101081636





查询房管备案记录",,,
三林世博家园(板泉路2101弄),浦东,107104154637,490,63629元/平米,2006年建/板楼,2室1厅1厨1卫,高楼层 (共6层),77.01㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯两户,无,2021-06-29,商品房,2014-12-08,普通住宅,满五年,非共有,有抵押 70万元,已上传房本照片,"码
202101007592





查询房管备案记录",,,
金杨新村九街坊,浦东,107104319829,447,59856元/平米,1993年建/板楼,3室1厅1厨1卫,中楼层 (共6层),74.68㎡,平层,暂无数据,板楼,南,砖混结构,毛坯,一梯两户,无,2021-08-12,商品房,2021-07-21,普通住宅,未满两年,共有,无抵押,已上传房本照片,"码
202101261252





查询房管备案记录",,,
金原新苑,普陀,107104303763,578,61516元/平米,1997年建/板楼,2室2厅1厨1卫,低楼层 (共6层),93.96㎡,平层,93.96㎡,板楼,南 北,砖混结构,精装,一梯三户,无,2021-08-08,商品房,2020-05-28,普通住宅,未满两年,共有,无抵押,已上传房本照片,"码
202101196170





查询房管备案记录",,,
临沂大楼,浦东,107104077211,519,69834元/平米,1992年建/塔楼,2室1厅1厨1卫,高楼层 (共25层),74.32㎡,平层,暂无数据,塔楼,南,钢混结构,简装,两梯八户,有,2021-06-09,商品房,2000-09-01,普通住宅,满五年,共有,无抵押,已上传房本照片,"码
202100936234





查询房管备案记录",,,
景瑞城中公园,青浦,107104226538,570,48347元/平米,未知年建/板楼,3室2厅1厨2卫,中楼层 (共20层),117.9㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯两户,有,2021-07-17,商品房,2018-03-01,普通住宅,满两年,非共有,有抵押 200万元,已上传房本照片,"码
202101165863





查询房管备案记录",,,
三门路358弄,杨浦,107103638842,282,66385元/平米,1995年建/板楼,1室1厅1厨1卫,高楼层 (共7层),42.48㎡,平层,42.48㎡,板楼,南,钢混结构,简装,一梯四户,无,2021-02-28,商品房,2018-08-10,普通住宅,满两年,共有,无抵押,已上传房本照片,"码
202100556590





查询房管备案记录",,,
敬南路251弄,闵行,107104131579,465,36791元/平米,2015年建/板楼,3室2厅1厨2卫,中楼层 (共6层),126.39㎡,平层,暂无数据,板楼,南,钢混结构,简装,一梯两户,无,2021-06-23,动迁安置房,2017-04-06,普通住宅,满两年,共有,无抵押,已上传房本照片,"码
202100975728





查询房管备案记录",,,
