,City,HouseName,Lng,Lat,District,id,TotalPrice,Price,Floor,Square,FloorType,BuildingType,BuildingStructure,RenovationCondition,Elevator,ConstructionTime,BedRooms,LivingRooms,Kitchens,BathRooms
581,beijing,芳源里,116.42370621556881,39.790700501706105,大兴,101112707317,2950000.0,49580,High,59.5,Flat,Plate,Steel/Concrete,Hardcover,No,2003,1,1,1,1
582,beijing,小关东里8号院,116.41948516780798,39.983949948073274,朝阳,101112713260,4400000.0,79208,First Floor ,55.55,Flat,Plate,Mixed,Rough,No,1980,2,1,1,1
583,beijing,新永外文化用品商城,116.40311840073836,39.871039348387285,东城,101112844451,3450000.0,92494,High,37.3,Flat,Plate & Tower,Steel/Concrete,Simplicity,Yes,2007,1,1,1,1
584,beijing,太月园,116.35387185539255,39.979343616662206,海淀,101112637780,9900000.0,104873,Middle,94.4,Flat,Tower,Steel/Concrete,Hardcover,Yes,1999,2,1,1,1
585,beijing,天桥南里,116.4026706852722,39.8887828089906,西城,101112642857,7350000.0,103829,Middle,70.79,Flat,Plate,Steel/Concrete,Hardcover,No,2002,2,1,1,1
586,beijing,华芳园,116.4510352742683,39.85435018998645,丰台,101112648250,5000000.0,54651,Low,91.49,Flat,Tower,Steel/Concrete,Simplicity,Yes,1999,2,2,1,1
587,beijing,小羊宜宾胡同,116.43715331006987,39.91880170362438,东城,101112655487,7760000.0,95204,Top ,81.51,Flat,Plate,Mixed,Hardcover,No,1990,3,1,1,1
588,beijing,林调社区,116.4328481809133,39.96326509942301,东城,101112518793,11300000.0,145958,Middle,77.42,Flat,Plate,Mixed,Simplicity,Yes,1985,3,1,1,1
589,beijing,燕尚园,116.32003421395106,40.05466141766816,海淀,101112677657,9100000.0,90144,Middle,100.95,Flat,Plate,Steel/Concrete,Hardcover,Yes,2006,2,2,1,2
590,beijing,曙光里,116.45855301342023,39.97149705326099,朝阳,101112613779,4200000.0,73414,Middle,57.21,Flat,Plate,Mixed,Hardcover,No,1991,2,1,1,1
591,beijing,望京花园东区,116.48164485485971,40.01360848297158,朝阳,101112557139,8880000.0,74610,Middle,119.02,Flat,Tower,Steel/Concrete,Hardcover,Yes,2002,3,2,1,2
592,beijing,松榆西里,116.47203298590294,39.88113008384472,朝阳,101112705038,5650000.0,66113,High,85.46,Flat,Plate,Mixed,Hardcover,No,1998,2,1,1,1
593,beijing,首地浣溪谷,116.40897355605242,39.71206641702832,大兴,101112747980,2450000.0,29558,First Floor ,82.89,Flat,Plate,Steel/Concrete,Hardcover,Yes,2014,2,1,1,1
594,beijing,后现代城B区,116.49107194237307,39.90572255432638,朝阳,101112819568,3250000.0,70059,High,46.39,Flat,Plate & Tower,Mixed,Hardcover,Yes,2004,1,0,1,1
595,beijing,御景山,116.19926898559781,39.9291790823931,石景山,101112806664,5100000.0,52089,Middle,97.91,Flat,Plate & Tower,Steel/Concrete,Simplicity,Yes,2003,2,1,1,1
596,beijing,茂华景公阁,116.20927440219849,39.92381186382019,石景山,101112809366,4680000.0,77703,Middle,60.23,Flat,Plate,Steel/Concrete,Hardcover,Yes,2008,1,1,1,1
597,beijing,北京花园,116.48139323948637,39.961795101278675,朝阳,101112726566,19800000.0,97557,Top ,202.96,Flat,Plate,Steel/Concrete,Hardcover,Yes,2006,4,2,1,2
598,beijing,中建国际港,116.33690277447853,39.75987317580488,大兴,101112700141,4800000.0,55428,High,86.6,Flat,Plate,Steel/Concrete,Hardcover,Yes,2015,2,1,1,1
599,beijing,建功北里,116.35883319043603,39.88458467119589,西城,101112745010,8200000.0,104260,Middle,78.65,Flat,Plate,Steel/Concrete,Simplicity,Yes,1998,3,1,1,1
600,beijing,中海馥园,116.327428705587,39.934736332443386,海淀,101112714643,24000000.0,119469,Low,200.89,Flat,Plate & Tower,Steel/Concrete,Hardcover,Yes,2003,4,2,1,2
601,beijing,华业玫瑰郡,116.50752827050201,39.936850672125594,朝阳,101112714889,7820000.0,86133,Middle,90.79,Flat,Plate,Steel/Concrete,Hardcover,Yes,2008,2,1,1,1
602,beijing,郭庄北里,116.41754904994231,39.875908160905134,东城,101112751684,6700000.0,85394,Middle,78.46,Flat,Plate,Mixed,Simplicity,No,1990,3,1,1,1
603,beijing,蒲安北里,116.42688612724356,39.87253830695766,丰台,101112752849,3550000.0,62150,High,57.12,Flat,Tower,Steel/Concrete,Hardcover,Yes,1990,2,1,1,1
604,beijing,北辰福第二号院,116.60835497924744,39.936064043659215,朝阳,101112698245,4880000.0,58255,High,83.77,Flat,Plate,Steel/Concrete,Hardcover,Yes,2008,2,1,1,1
605,beijing,金海国际南区,116.4993756988462,39.900356457692645,朝阳,101112733138,6400000.0,59419,First Floor ,107.71,Flat,Plate,Steel/Concrete,Hardcover,Yes,2005,3,1,1,1
606,beijing,芳源里,116.42370621556881,39.790700501706105,大兴,101112789689,2990000.0,50955,Top ,58.68,Flat,Plate,Steel/Concrete,Simplicity,No,2004,1,1,1,1
607,beijing,天赐良园一期,116.64359667220104,39.93248554709329,通州,101112705315,3750000.0,50676,Low,74,Flat,Plate,Mixed,Simplicity,No,2000,2,1,1,1
608,beijing,鸿博家园六区,116.48240329420179,39.83242440939187,朝阳,101112703607,4300000.0,48056,First Floor ,89.48,Flat,Plate,Mixed,Simplicity,No,2008,2,1,1,1
609,beijing,丽景长安二期,116.11171905262874,39.91115270305327,门头沟,101112742910,7100000.0,45742,High,155.22,Flat,Plate & Tower,Steel/Concrete,Hardcover,Yes,2013,4,2,1,2
610,beijing,建材城西二里,116.36123122328306,40.0694359635764,海淀,101112777573,4420000.0,74726,High,59.15,Flat,Plate,Mixed,Simplicity,No,1996,2,1,1,1
611,beijing,慧时欣园一期,116.42087601422907,39.85445868539312,丰台,101112754510,5080000.0,55392,Middle,91.71,Flat,Tower,Steel/Concrete,Hardcover,Yes,2001,2,2,1,1
612,beijing,保利芳园,116.27301807135598,40.12563457752635,昌平,101112816771,2600000.0,51425,Low,50.56,Flat,Plate & Tower,Steel/Concrete,Simplicity,Yes,NaN,2,1,1,1
613,beijing,麓秀佳园,116.85582089978058,40.481617344716,密云,101112720282,1250000.0,11206,Top ,111.55,Flat,Plate,Mixed,Rough,Unknown,2006,3,2,1,2
614,beijing,瑞康家园,116.34881241909927,39.74485377966035,大兴,101112714825,4850000.0,42266,Middle,114.75,Flat,Plate,Steel/Concrete,Simplicity,Yes,2005,3,2,1,1
615,beijing,四海公寓,116.30228414622665,40.00164085392839,通州,101112707226,2990000.0,28517,High,104.85,Flat,Plate,Mixed,Hardcover,No,1994,3,2,1,1
616,beijing,龙博苑二区,116.34883119368443,40.07471588117889,昌平,101112802494,4050000.0,68459,Middle,59.16,Flat,Plate,Mixed,Hardcover,No,2004,1,1,1,1
617,beijing,灵通观,116.45306858879015,39.91090088768393,朝阳,101112745588,3700000.0,83597,Middle,44.26,Flat,Plate,Mixed,Hardcover,No,1976,2,1,1,1
618,beijing,飘HOME,116.4946163864238,39.97682525420871,朝阳,101112807488,4250000.0,68893,Middle,61.69,Flat,Tower,Steel/Concrete,Hardcover,Yes,2004,1,1,1,1
619,beijing,嘉诚花园一期,116.41236304240266,40.04990207323682,昌平,101112764664,4500000.0,38807,Top ,115.96,Flat,Plate,Mixed,Simplicity,No,2000,3,1,1,1
620,beijing,万年花城一期,116.32811797540481,39.84962981467208,丰台,101112737447,6920000.0,74836,Middle,92.47,Flat,Plate,Steel/Concrete,Simplicity,Yes,2005,2,1,1,1
621,beijing,樊家村甲6号院,116.31779788238397,39.85416137848679,丰台,101112695631,4500000.0,60073,Low,74.91,Flat,Plate,Steel/Concrete,Hardcover,Yes,2011,2,1,1,1
622,beijing,海特花园小区,116.19527224472282,39.93902413970611,石景山,101112789056,4580000.0,52900,High,86.58,Flat,Tower,Steel/Concrete,Simplicity,Yes,1995,2,2,1,1
623,beijing,美景东方,116.47709664423213,39.87562963601552,朝阳,101112747729,7150000.0,63449,High,112.69,Flat,Tower,Steel/Concrete,Simplicity,Yes,2002,3,2,1,1
624,beijing,樊家村甲6号院,116.31779788238397,39.85416137848679,丰台,101112695581,4500000.0,56342,Low,79.87,Flat,Plate,Steel/Concrete,Hardcover,Yes,2010,2,1,1,1
625,beijing,怡锦园,116.29675750123761,39.839945699623485,丰台,101112791666,5880000.0,65794,Low,89.37,Flat,Tower,Steel/Concrete,Hardcover,Yes,2003,2,2,1,1
626,beijing,天通苑东一区,116.44154970706626,40.074520504731524,昌平,101112832150,4490000.0,42132,Middle,106.57,Flat,Tower,Steel/Concrete,Simplicity,Yes,2001,2,1,1,1
627,beijing,永乐西区,116.23546773324173,39.906995831348915,石景山,101112759720,2680000.0,44342,Top ,60.44,Flat,Plate,Mixed,Simplicity,No,1986,2,1,1,1
628,beijing,曙光里,116.45855301342023,39.97149705326099,朝阳,101112715713,4000000.0,70213,Middle,56.97,Flat,Plate,Mixed,Simplicity,No,1986,2,1,1,1
629,beijing,鑫兆雅园北区,116.43314300478168,39.85059809505684,丰台,101112696381,5100000.0,74118,First Floor ,68.81,Flat,Plate,Steel/Concrete,Simplicity,No,2005,2,1,1,1
630,beijing,西坝河北里,116.44486562219522,39.97589166914689,朝阳,101112694250,3990000.0,88451,First Floor ,45.11,Flat,Tower,Steel/Concrete,Hardcover,Yes,1992,2,1,1,1
631,beijing,融科香雪兰溪,116.54391880637232,39.749493966812956,通州,101112751563,3000000.0,33701,High,89.02,Flat,Plate,Steel/Concrete,Simplicity,Yes,2010,3,1,1,1
632,beijing,康家园,116.52365366288107,39.91796941944788,朝阳,101112731694,5100000.0,59406,Low,85.85,Flat,Tower,Steel/Concrete,Hardcover,Yes,1997,3,1,1,1
633,beijing,育新花园,116.35182201204934,40.06274904947312,海淀,101112715971,8400000.0,96331,Middle,87.2,Flat,Plate,Mixed,Hardcover,No,1995,3,2,1,1
634,beijing,核二院,116.3161624273725,39.93219549699885,海淀,101112709148,7700000.0,130731,Middle,58.9,Flat,Plate,Mixed,Other,No,1988,2,1,1,1
635,beijing,花市枣苑三期,116.4358789738734,39.9019660959187,东城,101112728652,15800000.0,120953,High,130.63,Flat,Tower,Steel/Concrete,Hardcover,Yes,2005,3,1,1,2
636,beijing,永定路30号院,116.27164339443407,39.925894036156436,海淀,101112725612,4350000.0,81767,Top ,53.2,Flat,Plate,Mixed,Hardcover,No,1986,2,1,1,1
637,beijing,阳光丽景,116.39355629790687,39.97113176127789,西城,101112706349,26800000.0,179085,High,149.65,Flat,Plate & Tower,Steel/Concrete,Hardcover,Yes,2003,3,2,1,2
638,beijing,南露园,116.3479641492062,39.93075567109713,西城,101112808670,8560000.0,124419,High,68.8,Flat,Plate,Mixed,Hardcover,No,1994,2,1,1,1
639,beijing,澳林春天三期,116.37877315362081,40.018284249760505,朝阳,101112725017,11000000.0,93681,First Floor ,117.42,Flat,Plate,Mixed,Other,No,2002,2,2,1,2
640,beijing,机械研究院东区,116.33374352383049,39.9409517114179,海淀,101112710641,8160000.0,118347,Middle,68.95,Flat,Plate,Mixed,Simplicity,No,1982,3,1,1,1
641,beijing,CBD总部公寓二期,116.46139902493692,39.905667067576005,朝阳,101112797088,7290000.0,83334,Middle,87.48,Flat,Plate,Steel/Concrete,Hardcover,Yes,2005,1,1,1,1
642,beijing,北洼路25号院,116.3079330505956,39.939664687366054,海淀,101112731744,11800000.0,100170,Middle,117.8,Flat,Plate,Mixed,Hardcover,No,1997,3,1,1,1
643,beijing,拂林园,116.42285255584267,40.0347209509003,朝阳,101112825684,8900000.0,66632,Low,133.57,Flat,Tower,Steel/Concrete,Hardcover,Yes,2004,2,1,1,1
644,beijing,奥林匹克花园四期,116.54858801875208,39.96581009448197,朝阳,101112760502,7580000.0,68344,Middle,110.91,Flat,Plate,Steel/Concrete,Hardcover,Yes,2009,2,2,1,2
645,beijing,嘉铭桐城A区,116.43559232458519,40.00834299778978,朝阳,101112731111,15500000.0,101420,Middle,152.83,Flat,Plate,Steel/Concrete,Hardcover,Yes,2001,3,2,1,2
646,beijing,天之骄子,116.47206298930698,39.90150314893908,朝阳,101112712165,9500000.0,86028,Middle,110.43,Flat,Plate,Steel/Concrete,Hardcover,Yes,2006,2,1,1,2
647,beijing,牡丹园东里,116.38086494783134,39.983892590273506,海淀,101112801819,8650000.0,117209,High,73.8,Flat,Plate,Steel/Concrete,Hardcover,Yes,1996,2,1,1,1
648,beijing,蝶翠华庭,116.33808862758225,39.90091088217732,西城,101112726965,10960000.0,117926,Low,92.94,Flat,Tower,Steel/Concrete,Simplicity,Yes,2004,2,2,1,1
649,beijing,燕莎后,116.50655828021233,39.96501834076332,朝阳,101112748023,10600000.0,76458,Low,138.64,Flat,Plate,Steel/Concrete,Hardcover,Yes,2006,3,2,1,2
650,beijing,远洋沁山水,116.25716639266581,39.908432563404965,石景山,101112733315,9460000.0,108214,Middle,87.42,Flat,Plate & Tower,Steel/Concrete,Hardcover,Yes,2008,3,1,1,1
651,beijing,明日嘉园,116.37313350179862,39.85143923592131,丰台,101112795508,6500000.0,70722,High,91.91,Flat,Tower,Steel/Concrete,Simplicity,Yes,2003,2,1,1,1
652,beijing,东恒时代一期,116.50111445899131,39.916295066877204,朝阳,101112722035,7250000.0,73875,Middle,98.14,Flat,Tower,Steel/Concrete,Hardcover,Yes,2003,2,1,1,1
653,beijing,金色漫香苑,116.43064400868346,40.1358820376031,昌平,101112791854,4200000.0,49106,High,85.53,Flat,Plate,Steel/Concrete,Simplicity,Yes,2013,2,1,1,1
654,beijing,万润家园,116.33257482836201,40.07200747570814,昌平,101112757908,5750000.0,57311,Middle,100.33,Flat,Plate,Mixed,Hardcover,Yes,2003,3,1,1,1
655,beijing,北京新天地三期,116.61284381188081,39.91996025776528,朝阳,101112757316,4280000.0,63436,Low,67.47,Flat,Plate & Tower,Steel/Concrete,Hardcover,Yes,2008,2,1,1,1
656,beijing,团结湖北三条,116.47498050594228,39.936761463729134,朝阳,101112712001,4850000.0,75078,Middle,64.6,Flat,Plate,Steel/Concrete,Hardcover,No,1979,3,1,1,1
657,beijing,太平桥小区,116.32607199477528,39.89345687459736,丰台,101112794436,4100000.0,69199,Low,59.25,Flat,Plate,Mixed,Hardcover,No,1987,2,1,1,1
658,beijing,紫金庄园,116.31527121847606,39.97258096010411,海淀,101112735737,9500000.0,100317,High,94.7,Flat,Tower,Steel/Concrete,Hardcover,Yes,1997,2,1,1,1
659,beijing,金荣园,116.3856689060376,39.77315101932884,大兴,101112756356,2350000.0,37155,First Floor ,63.25,Flat,Plate,Mixed,Hardcover,No,1998,2,1,1,1
660,beijing,青年路小区,116.5293671554162,39.93147389346306,朝阳,101112721188,3060000.0,59615,Middle,51.33,Flat,Plate,Mixed,Simplicity,No,1990,2,1,1,1
661,beijing,本家润园三期,116.44281901275184,39.90066906149609,东城,101112734747,7300000.0,105400,Middle,69.26,Flat,Tower,Steel/Concrete,Hardcover,Yes,2005,2,1,1,1
662,beijing,苹果派,116.58476897994692,39.93558507754611,朝阳,101112704087,6990000.0,62278,Middle,112.24,Flat,Plate,Steel/Concrete,Simplicity,Yes,2007,3,1,1,2
663,beijing,牡丹园东里,116.38086494783134,39.983892590273506,海淀,101112798793,8200000.0,108898,High,75.3,Flat,Plate,Steel/Concrete,Simplicity,Yes,1996,2,1,1,1
664,beijing,韩庄子二里,116.29589494828694,39.84531635436609,丰台,101112731389,3200000.0,56309,Middle,56.83,Flat,Plate,Mixed,Hardcover,No,1992,2,1,1,1
665,beijing,梵谷水郡,116.51334839190116,39.96659409713264,朝阳,101112814218,4900000.0,55866,First Floor ,87.71,Flat,Tower,Steel/Concrete,Simplicity,Yes,2009,2,1,1,1
666,beijing,天畅园,116.42242029123128,40.04124595956638,朝阳,101112794155,5180000.0,58844,Low,88.03,Flat,Tower,Steel/Concrete,Hardcover,Yes,2008,2,1,1,1
667,beijing,龙兴园中区,116.32617098804248,40.06817104931053,昌平,101112713347,4600000.0,53266,Low,86.36,Flat,Plate,Mixed,Hardcover,No,1997,2,2,1,1
668,beijing,滨河西里北区,116.3456050192759,39.76020805668467,大兴,101112739505,3850000.0,40599,Middle,94.83,Flat,Plate,Mixed,Hardcover,No,1994,3,1,1,1
669,beijing,怡海花园恒丰园,116.3094309750335,39.8426910846983,丰台,101112804485,4600000.0,73319,High,62.74,Flat,Tower,Steel/Concrete,Hardcover,Yes,2006,1,1,1,1
670,beijing,望京新城,116.4791990384477,40.00422710311743,朝阳,101112726205,7680000.0,71164,Middle,107.92,Flat,Tower,Steel/Concrete,Hardcover,Yes,1998,2,2,1,1
671,beijing,天通苑北一区,116.42363345282249,40.08074377094799,昌平,101112787615,4350000.0,38979,First Floor ,111.6,Flat,Plate,Steel/Concrete,Simplicity,Yes,2004,2,2,1,1
672,beijing,北京新天地五期,116.61232602858486,39.92220205130386,朝阳,101112757762,4250000.0,61020,Low,69.65,Flat,Plate & Tower,Steel/Concrete,Hardcover,Yes,2011,1,1,1,1
673,beijing,十字坡东里,116.44615630755196,39.94556991599285,东城,101112755965,6280000.0,106423,Top ,59.01,Flat,Plate,Brick/Concrete,Hardcover,No,1986,3,1,1,1
674,beijing,北纬40度一期,116.470218768095,40.026800481134494,朝阳,101112712132,9600000.0,94909,Middle,101.15,Flat,Plate & Tower,Steel/Concrete,Hardcover,Yes,2008,2,1,1,1
675,beijing,加州水郡四期,116.17806421454313,39.77319982073812,房山,101112800683,2300000.0,35385,Middle,65,Flat,Tower,Steel/Concrete,Simplicity,Yes,2011,1,1,1,1
676,beijing,方恒东景,116.69604549702883,39.87879536690677,通州,101112721559,3500000.0,41347,Middle,84.65,Flat,Plate,Steel/Concrete,Hardcover,Yes,2012,2,1,1,1
677,beijing,德胜门西大街甲5号,116.37229160987465,39.95326253805836,海淀,101112707486,9800000.0,108288,Middle,90.5,Flat,Tower,Steel/Concrete,Hardcover,Yes,1998,3,1,1,1
678,beijing,世桥国贸,116.46984462385008,39.905016859113125,朝阳,101112718468,10600000.0,89823,Middle,118.01,Flat,Plate & Tower,Steel/Concrete,Hardcover,Yes,2003,2,1,1,1
679,beijing,农光东里,116.47606503018449,39.88784808188444,朝阳,101112774979,3200000.0,64090,Low,49.93,Flat,Plate & Tower,Steel/Concrete,Hardcover,Yes,1994,2,1,1,1
680,beijing,东南小区,116.39457398821911,39.900740051004156,海淀,101112808583,9600000.0,148149,Middle,64.8,Flat,Tower,Steel/Concrete,Simplicity,Yes,1984,2,1,1,1
681,beijing,三环新城7号院,116.31638341052798,39.85749607118538,丰台,101112847477,2550000.0,60499,Middle,42.15,Flat,Plate & Tower,Steel/Concrete,Simplicity,Yes,2004,1,1,1,1
682,beijing,和义东里一区,116.41433302638603,39.821155429719006,丰台,101112788515,2800000.0,48135,Middle,58.17,Flat,Plate,Mixed,Hardcover,No,1994,2,1,1,1
683,beijing,四平园,116.38636599111335,39.88821845874299,西城,101112824852,8400000.0,116732,Middle,71.96,Flat,Plate,Mixed,Simplicity,No,1996,2,1,1,1
684,beijing,安慧东里,116.42901430282726,39.99649030725247,朝阳,101112849563,3500000.0,68240,Basement,51.29,Flat,Plate,Brick/Concrete,Hardcover,No,1992,2,1,1,1
685,beijing,芳源里,116.42370621556881,39.790700501706105,大兴,101112826487,4480000.0,49740,Middle,90.07,Flat,Plate,Steel/Concrete,Hardcover,Yes,2004,2,1,1,1
686,beijing,广外南街50号院,116.35384418758285,39.88815582976343,西城,101112845204,6480000.0,98153,Low,66.02,Flat,Tower,Steel/Concrete,Hardcover,Yes,1999,1,1,1,1
687,beijing,万年花城三期,116.32928011324307,39.84508243794947,丰台,101112771894,6200000.0,66176,High,93.69,Flat,Plate,Steel/Concrete,Simplicity,Yes,2006,2,1,1,1
688,beijing,盛和家园,116.42780410564423,39.999155516011854,朝阳,101112830613,8150000.0,76844,Low,106.06,Flat,Tower,Steel/Concrete,Simplicity,Yes,2002,2,1,1,1
689,beijing,怡馨家园,116.65454351297619,40.126016689846914,顺义,101112846156,3490000.0,46281,Middle,75.41,Flat,Tower,Steel/Concrete,Simplicity,Yes,2005,1,1,1,1
690,beijing,亮马嘉园,116.50652180900863,39.96635216464175,朝阳,101112753247,8600000.0,73404,High,117.16,Flat,Plate & Tower,Steel/Concrete,Hardcover,Yes,2003,3,2,1,2
691,beijing,首都机场南路西里,116.59953900897251,40.05588406084473,朝阳,101112844170,1730000.0,33149,First Floor ,52.19,Flat,Plate,Mixed,Simplicity,No,1970,2,1,1,1
692,beijing,龙腾苑六区,116.33862662275217,40.079245889042916,昌平,101112712039,6150000.0,52146,Low,117.94,Flat,Plate,Mixed,Hardcover,No,2002,3,2,1,1
693,beijing,旗胜家园,116.36286604948067,40.07391180444203,昌平,101112761637,4800000.0,52998,Middle,90.57,Flat,Plate & Tower,Steel/Concrete,Hardcover,Yes,2009,3,1,1,1
694,beijing,首开香溪郡,116.67624899952213,40.01453008210408,通州,101112695806,4000000.0,37616,Middle,106.34,Flat,Plate,Steel/Concrete,Simplicity,Yes,2015,3,2,1,2
695,beijing,西颐北馆,116.32558996403863,39.972854042178255,海淀,101112757088,7780000.0,88712,Top ,87.7,Flat,Plate,Mixed,Simplicity,No,1995,3,1,1,1
696,beijing,同馨家园,116.25590014121894,39.88407866291805,丰台,101112710842,4950000.0,53387,High,92.72,Flat,Plate,Steel/Concrete,Hardcover,Yes,2011,3,1,1,1
697,beijing,华远铭悦雅园,116.70498004363107,39.876204057743344,通州,101112755696,1980000.0,43952,Low,45.05,Flat,Plate & Tower,Steel/Concrete,Simplicity,Yes,2015,1,1,1,1
698,beijing,丽水园,116.42377529526253,40.071750598061584,丰台,101112713841,6700000.0,69066,High,97.01,Flat,Plate,Steel/Concrete,Hardcover,Yes,2005,2,1,1,2
699,beijing,万科城市花园,116.55958103243044,40.11010606284613,顺义,101112720383,3950000.0,44338,High,89.09,Flat,Plate,Mixed,Hardcover,No,1995,2,1,1,1
700,beijing,首开常青藤一期,116.5393574804843,39.97020770546913,朝阳,101112720006,6900000.0,74434,Middle,92.7,Flat,Plate,Steel/Concrete,Hardcover,Yes,2010,3,1,1,1
701,beijing,天通苑北二区,116.42826870925397,40.082314075312674,昌平,101112803391,4950000.0,43277,Middle,114.38,Flat,Plate,Steel/Concrete,Hardcover,Yes,2005,2,1,1,2
702,beijing,福润四季B区,116.58800997639635,39.963827098290054,朝阳,101112779638,3690000.0,49004,Low,75.3,Flat,Plate,Steel/Concrete,Simplicity,Yes,2015,2,1,1,1
703,beijing,龙华园,116.33118101753273,40.0809530687648,昌平,101112817802,4260000.0,62897,Middle,67.73,Flat,Plate,Mixed,Hardcover,No,1994,2,1,1,1
704,beijing,东花市北里东区,116.46620100687106,39.93824431335109,东城,101112770040,9100000.0,120626,Middle,75.44,Flat,Plate,Mixed,Simplicity,No,1991,2,1,1,1
705,beijing,管村26号院,116.40199929173404,39.86804043228306,东城,101112715610,5850000.0,86220,High,67.85,Flat,Plate,Mixed,Hardcover,No,1997,2,1,1,1
706,beijing,格林云墅,116.40767101306294,39.71436507938352,大兴,101112755116,3030000.0,33746,High,89.79,Flat,Plate,Steel/Concrete,Other,Yes,2015,3,1,1,1
707,beijing,文成杰座,116.35409301820913,40.012467553222436,海淀,101112707456,13190000.0,98301,Low,134.18,Flat,Plate,Steel/Concrete,Hardcover,Yes,2006,3,2,1,2
708,beijing,柏林寺西,116.4263306151162,39.95239831966773,东城,101112807445,8460000.0,130920,High,64.62,Flat,Tower,Mixed,Hardcover,Yes,1992,2,1,1,1
709,beijing,玉林东里二区,116.36703876840507,39.87170926339137,丰台,101112706027,5180000.0,72856,Middle,71.1,Flat,Tower,Steel/Concrete,Simplicity,Yes,1993,3,1,1,1
710,beijing,北坞嘉园北里,116.25692879085841,39.98607726620862,海淀,101112770608,7800000.0,92538,Low,84.29,Flat,Plate,Steel/Concrete,Simplicity,Yes,2010,2,2,1,1
711,beijing,南太平庄北巷,116.4133836971231,39.910924547299565,朝阳,101112727480,4800000.0,51288,Middle,93.59,Flat,Plate,Mixed,Hardcover,No,2000,3,1,1,1
712,beijing,右安门内西街甲10号院,116.36701622093676,39.877827972052856,西城,101112737517,7300000.0,110791,High,65.89,Flat,Plate,Mixed,Simplicity,No,1985,3,1,1,1
713,beijing,角门16号院,116.38380402379889,39.84367407518063,丰台,101112797574,2790000.0,52533,First Floor ,53.11,Flat,Plate,Mixed,Simplicity,Yes,1995,2,1,1,1
714,beijing,蓝天园,116.3759232793904,40.07978222097973,昌平,101112819409,3700000.0,54340,Middle,68.09,Flat,Plate,Mixed,Hardcover,No,1998,2,1,1,1
715,beijing,红居南街1号院,116.3471188437213,39.88932604790774,西城,101112777127,8450000.0,110966,Middle,76.15,Flat,Plate,Mixed,Simplicity,Yes,1989,3,1,1,1
716,beijing,永泰庄6号院,116.35849049317211,40.03883651099871,海淀,101112845867,4750000.0,82638,Middle,57.48,Flat,Plate,Mixed,Hardcover,No,1992,2,1,1,1
717,beijing,美利新世界,116.45251145971287,39.82020252494969,大兴,101112766508,6600000.0,43939,Low,150.21,Split-Level,Plate,Steel/Concrete,Hardcover,No,2004,3,2,1,2
718,beijing,保利罗兰香谷,116.26993724277895,40.12615019762974,昌平,101112780619,4920000.0,54221,Middle,90.74,Flat,Plate,Steel/Concrete,Hardcover,Yes,2013,3,1,1,1
719,beijing,美然动力A1区,116.56432327704817,39.92806453464927,朝阳,101112734830,4200000.0,55351,High,75.88,Flat,Plate,Steel/Concrete,Simplicity,Yes,2004,1,1,1,1
720,beijing,宣颐家园,116.45906882044405,39.81721176110026,大兴,101112773790,2290000.0,57669,Middle,39.71,Duplex,Tower,Mixed,Hardcover,No,2003,2,1,1,1
721,beijing,桃源里,116.43156279555907,39.800828294372124,丰台,101112794848,4050000.0,50436,High,80.3,Flat,Plate,Brick/Concrete,Hardcover,No,1994,3,1,1,1
722,beijing,北辰福第二号院,116.60835497924744,39.936064043659215,朝阳,101112770444,4790000.0,54750,Middle,87.49,Flat,Plate,Steel/Concrete,Simplicity,Yes,2008,3,1,1,1
723,beijing,红木林,116.33257698429524,39.760328072600394,大兴,101112719422,4200000.0,62547,Middle,67.15,Flat,Tower,Steel/Concrete,Hardcover,Yes,2013,2,1,1,1
724,beijing,东湖湾一期,116.46535354545296,40.01278350917469,朝阳,101112759189,19000000.0,128093,Middle,148.33,Flat,Plate,Steel/Concrete,Hardcover,Yes,2007,3,2,1,2
725,beijing,柏林爱乐二期,116.59475050162104,39.928013285070215,朝阳,101112815013,3580000.0,61842,Middle,57.89,Flat,Tower,Steel/Concrete,Hardcover,Yes,2005,1,1,1,1
726,beijing,安苑里,116.41468713841807,39.987318838942336,朝阳,101112793078,4750000.0,86806,Low,54.72,Flat,Plate,Mixed,Simplicity,No,1986,2,1,1,1
727,beijing,悠胜美苑,116.4001005433776,39.86949646987007,东城,101112792725,5500000.0,82164,Middle,66.94,Flat,Plate,Steel/Concrete,Hardcover,No,2006,1,1,1,1
728,beijing,南太平庄北巷,116.4133836971231,39.910924547299565,朝阳,101112764495,3910000.0,56324,Middle,69.42,Flat,Plate,Mixed,Simplicity,No,2001,2,1,1,1
729,beijing,同兴园,116.37361939524897,39.80435427054767,大兴,101112817219,3250000.0,42792,Middle,75.95,Flat,Plate,Mixed,Hardcover,No,1996,2,1,1,1
730,beijing,11站,116.2587497459577,39.970038569199424,通州,101112770757,2080000.0,47230,Middle,44.04,Flat,Plate & Tower,Steel/Concrete,Simplicity,Yes,2005,2,2,1,1
731,beijing,塔院小区,116.17347665813422,39.82200753253867,海淀,101112762523,6390000.0,106323,Top ,60.1,Flat,Tower,Steel/Concrete,Simplicity,Yes,1989,2,1,1,1
732,beijing,新街口西里三区,116.3725995490035,39.950400135467255,西城,101112738044,10100000.0,125638,High,80.39,Flat,Plate,Mixed,Hardcover,No,2003,3,1,1,1
