0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
1室1厅1厨1卫        ,低楼层(共8层)          ,48㎡          ,平层              ,暂无数据         ,板楼       ,南   ,2011 ,毛坯     ,钢混结构  , ,一梯四户           ,有           ,107103841404          ,商品房          ,2021-04-12         ,普通住宅          ,暂无数据       ,共有           ,95挂牌价格（万）,46成交周期（天）,0调价（次）,带看（次）,11关注（人）,3146浏览（次）,93万,19375,2021.05.27 成交,绿地香颂(奉贤)(公寓) 1室1厅 48平米
2室1厅1厨1卫        ,中楼层(共6层)          ,68.8㎡          ,平层              ,暂无数据         ,板楼       ,南   ,2000 ,精装     ,砖混结构  , ,一梯两户           ,无           ,107104003898          ,商品房          ,2021-05-22         ,普通住宅          ,暂无数据       ,共有           ,529挂牌价格（万）,6成交周期（天）,1调价（次）,带看（次）,6关注（人）,1091浏览（次）,518万,75291,2021.05.27 成交,万兆家园(一期) 2室1厅 68.8平米
1室1厅1厨1卫        ,高楼层(共7层)          ,44.65㎡          ,平层              ,暂无数据         ,板楼       ,南   ,1987 ,精装     ,钢混结构  , ,一梯六户           ,无           ,107103688936          ,商品房          ,2021-03-11         ,普通住宅          ,暂无数据       ,非共有           ,346挂牌价格（万）,78成交周期（天）,1调价（次）,带看（次）,86关注（人）,7246浏览（次）,344万,76932,2021.05.27 成交,金阳小区 1室1厅 44.65平米
2室2厅1厨1卫        ,中楼层(共6层)          ,71.8㎡          ,平层              ,暂无数据         ,板楼       ,南   ,1996 ,精装     ,砖混结构  , ,一梯两户           ,无           ,107103868028          ,商品房          ,2021-04-18         ,普通住宅          ,暂无数据       ,非共有           ,529挂牌价格（万）,40成交周期（天）,2调价（次）,带看（次）,15关注（人）,2721浏览（次）,519万,72285,2021.05.27 成交,德州五村 2室2厅 71.8平米
2室2厅1厨1卫        ,中楼层(共18层)          ,92㎡          ,平层              ,暂无数据         ,板楼       ,南 北   ,2013 ,其他     ,钢混结构  , ,两梯三户           ,有           ,107104017709          ,商品房          ,2021-05-26         ,普通住宅          ,暂无数据       ,非共有           ,343挂牌价格（万）,2成交周期（天）,0调价（次）,带看（次）,0关注（人）,28浏览（次）,366万,39783,2021.05.27 成交,新城尚上城 2室2厅 92平米
3室2厅1厨2卫        ,低楼层(共31层)          ,145.59㎡          ,平层              ,暂无数据         ,板楼       ,南   ,2018 ,精装     ,钢混结构  , ,两梯两户           ,有           ,107103687058          ,商品房          ,2021-03-11         ,普通住宅          ,暂无数据       ,共有           ,1950挂牌价格（万）,78成交周期（天）,0调价（次）,带看（次）,45关注（人）,12742浏览（次）,1990万,136686,2021.05.27 成交,宝华城市之星 3室2厅 145.59平米
2室2厅1厨1卫        ,低楼层(共24层)          ,87.22㎡          ,平层              ,暂无数据         ,板楼       ,西南 北   ,2005 ,精装     ,钢混结构  , ,两梯三户           ,有           ,107103967296          ,商品房          ,2021-05-12         ,普通住宅          ,暂无数据       ,共有           ,810挂牌价格（万）,15成交周期（天）,0调价（次）,带看（次）,40关注（人）,4537浏览（次）,808万,92640,2021.05.27 成交,曲阳名邸 2室2厅 87.22平米
1室1厅1厨1卫        ,低楼层(共6层)          ,53.91㎡          ,平层              ,暂无数据         ,板楼       ,南   ,2012 ,精装     ,钢混结构  , ,一梯两户           ,无           ,107103869748          ,商品房          ,2021-04-18         ,普通住宅          ,暂无数据       ,共有           ,590挂牌价格（万）,39成交周期（天）,1调价（次）,带看（次）,14关注（人）,3510浏览（次）,582万,107958,2021.05.27 成交,华一新城 1室1厅 53.91平米
1室0厅1厨1卫        ,高楼层(共6层)          ,38.15㎡          ,平层              ,暂无数据         ,板楼       ,南   ,1991 ,精装     ,砖混结构  , ,一梯五户           ,无           ,107103992382          ,商品房          ,2021-05-19         ,普通住宅          ,暂无数据       ,共有           ,360挂牌价格（万）,9成交周期（天）,1调价（次）,带看（次）,1关注（人）,326浏览（次）,351万,92006,2021.05.27 成交,番禺路385弄 1室0厅 38.15平米
2室2厅1厨1卫        ,高楼层(共9层)          ,94.82㎡          ,平层              ,暂无数据         ,板楼       ,南 北   ,2004 ,简装     ,钢混结构  , ,一梯三户           ,有           ,107103715506          ,商品房          ,2021-03-17         ,普通住宅          ,暂无数据       ,共有           ,725挂牌价格（万）,72成交周期（天）,3调价（次）,带看（次）,35关注（人）,6152浏览（次）,715万,75407,2021.05.27 成交,阳明国际花苑五期 2室2厅 94.82平米
