,City,HouseName,Lng,Lat,District,id,TotalPrice,Price,Floor,Square,FloorType,BuildingType,BuildingStructure,RenovationCondition,Elevator,ConstructionTime,BedRooms,LivingRooms,Kitchens,BathRooms
483,guangzhou,合景誉山国际,113.60127547337095,23.19553357508218,增城,108402185571,3000000.0,21127,Middle,142,Flat,Tower,Steel/Concrete,Hardcover,Yes,NaN,4,2,1,3
484,guangzhou,亨元花园,113.54538964184991,23.10036091836357,黄埔,108402616367,1380000.0,29139,High,47.36,Flat,Tower,Steel/Concrete,Other,Yes,NaN,2,1,1,1
485,guangzhou,番禺奥林匹克花园,113.3736707284164,22.923647506798325,番禺,108402619703,4000000.0,31631,Low,126.46,Split-Level,Plate,Steel/Concrete,Simplicity,No,2002,3,2,1,2
486,guangzhou,六运小区,113.33016884682128,23.134962269380217,天河,108402610824,7200000.0,81541,Middle,88.3,Flat,Tower,Steel/Concrete,Hardcover,Yes,1993,4,2,1,1
487,guangzhou,棠德花园,113.39067762798679,23.14001658577588,天河,108402605054,3200000.0,37835,Low,84.58,Flat,Plate & Tower,Steel/Concrete,Hardcover,No,1997,3,2,1,1
488,guangzhou,宏康花园三期建鑫苑,113.55218298743631,23.113034129106897,黄埔,108402604539,2450000.0,25243,Middle,97.06,Flat,Tower,Steel/Concrete,Other,No,2000,3,2,1,1
489,guangzhou,红棉苑北区,113.23924101567309,23.098108025798368,荔湾,108402621253,2600000.0,34858,Low,74.59,Flat,Tower,Steel/Concrete,Hardcover,No,NaN,2,1,1,1
490,guangzhou,金地香山湖,113.61874329349834,23.234112534983993,增城,108402619110,2030000.0,14720,High,137.91,Flat,Tower,Steel/Concrete,Rough,Yes,2019,4,1,1,3
491,guangzhou,创鸿嘉园,113.54927445385707,22.80436360187661,南沙,108402604423,490000.0,9629,Low,50.89,Flat,Tower,Steel/Concrete,Rough,Yes,2013,2,1,1,1
492,guangzhou,水电二局宿舍,113.60962198918361,23.124523776721308,增城,108402589827,1380000.0,18977,Middle,72.72,Flat,Plate,Steel/Concrete,Hardcover,Yes,1999,3,1,1,1
493,guangzhou,汇东国际花园,113.59031147496418,23.124520203888462,增城,108402575616,900000.0,20638,High,43.61,Flat,Tower,Steel/Concrete,Hardcover,Yes,2012,1,0,1,1
494,guangzhou,景业荔都,113.64890569759692,23.611865299660366,从化,108402586372,828000.0,9512,Middle,87.05,Flat,Tower,Steel/Concrete,Hardcover,Yes,NaN,2,2,1,1
495,guangzhou,紫泉翠荔嘉园,113.49350737832441,23.448331500951248,从化,108402594148,1160000.0,12841,High,90.34,Flat,Plate,Steel/Concrete,Hardcover,No,2006,3,2,1,1
496,guangzhou,水电二局宿舍,113.60962198918361,23.124523776721308,增城,108402586412,1130000.0,19251,Middle,58.7,Flat,Plate,Steel/Concrete,Hardcover,No,NaN,2,2,1,1
497,guangzhou,君立国际公寓,113.33700629920821,23.21286525652123,白云,108402609493,1070000.0,26355,High,40.6,Flat,Plate,Steel/Concrete,Hardcover,Yes,NaN,1,0,1,1
498,guangzhou,北站路沙涌北大围街,113.25729219539846,23.17666159081222,白云,108402590743,1500000.0,27338,Low,54.87,Flat,Other,Steel/Concrete,Simplicity,Unknown,NaN,2,1,1,1
499,guangzhou,广州敏捷绿湖首府三期,113.79513393456548,23.20727115771896,增城,108402573061,1140000.0,13409,High,85.02,Flat,Tower,Steel/Concrete,Hardcover,Yes,2018,3,2,1,1
500,guangzhou,碧桂园凤凰城凤馨苑,113.60472478686702,23.14563155608917,增城,108402462868,1950000.0,21020,Middle,92.77,Flat,Tower,Steel/Concrete,Hardcover,Yes,2002,3,2,1,2
501,guangzhou,新康花园,113.59430022091883,23.12176643512491,增城,108402222043,1120000.0,14154,High,79.13,Flat,Tower,Brick/Concrete,Hardcover,No,NaN,2,1,1,1
502,guangzhou,金色港湾,113.61830977125938,23.120637225506034,增城,108400586471,860000.0,15926,Middle,54,Flat,Tower,Steel/Concrete,Simplicity,No,2007,2,1,1,1
503,guangzhou,云星钱隆天誉,113.50083584450294,23.44834003810327,从化,108401995419,1168000.0,12445,Middle,93.86,Flat,Tower,Steel/Concrete,Rough,Yes,2017,3,2,1,2
504,guangzhou,新都盛世名门,113.60548089061452,23.13163410502189,增城,108402149514,2428000.0,26682,High,91,Flat,Tower,Steel/Concrete,Hardcover,Yes,2012,2,1,1,1
505,guangzhou,锦绣新天地,113.62934626292076,23.125013337000382,增城,108402405594,1815000.0,20078,Middle,90.4,Flat,Tower,Steel/Concrete,Hardcover,Yes,2011,3,1,1,0
506,guangzhou,亚太新城富丽园,113.61601199559617,23.133535235049916,增城,108402381573,1290000.0,15838,Middle,81.45,Flat,Plate,Steel/Concrete,Hardcover,No,2003,2,1,1,2
507,guangzhou,金泽豪庭,113.59613357263352,23.129913825556006,增城,108401836181,2150000.0,24185,Middle,88.9,Flat,Tower,Steel/Concrete,Hardcover,Yes,2016,3,2,1,1
508,guangzhou,翡翠绿洲湖翠苑,113.56167160887398,23.14070298622713,增城,108402466943,2450000.0,23693,Middle,103.41,Flat,Tower,Steel/Concrete,Hardcover,Yes,2011,3,2,1,1
509,guangzhou,汇美体育花园,113.62387216880587,23.13919708777154,增城,108402339001,1770000.0,14846,High,119.23,Flat,Tower,Steel/Concrete,Hardcover,Yes,2006,3,1,1,2
510,guangzhou,东方夏湾拿,113.50835969212982,23.480790856955085,从化,108402279499,3050000.0,11793,Low,258.63,Duplex,Plate & Tower,Steel/Concrete,Hardcover,No,2012,4,3,1,5
511,guangzhou,通园路,113.8318285468388,23.303051361482257,增城,108402487951,980000.0,9573,Low,102.38,Flat,Other,Steel/Concrete,Hardcover,No,NaN,3,1,1,1
512,guangzhou,新康花园,113.59430022091883,23.12176643512491,增城,108402295400,1650000.0,18668,Middle,88.39,Flat,Plate & Tower,Steel/Concrete,Hardcover,Yes,2004,2,2,1,1
513,guangzhou,金地荔湖城公园上城,113.6018009820941,23.227994956611656,增城,108402137946,2620000.0,12454,Low,210.38,Duplex,Plate,Steel/Concrete,Hardcover,Unknown,NaN,4,2,1,3
514,guangzhou,海伦春天,113.59398922755138,23.179980318495495,增城,108402415902,1790000.0,17574,Low,101.86,Flat,Tower,Steel/Concrete,Hardcover,Yes,2012,3,1,1,2
515,guangzhou,合生湖山国际,113.57203500021696,23.140143032603948,增城,108402086219,1730000.0,18603,Low,93,Flat,Tower,Steel/Concrete,Hardcover,Yes,2017,2,1,1,1
516,guangzhou,金泽豪庭,113.59613357263352,23.129913825556006,增城,108402106754,2700000.0,20629,High,130.89,Flat,Tower,Steel/Concrete,Simplicity,Yes,2009,3,1,1,2
517,guangzhou,碧桂园城市花园花岸苑,113.6851659791563,23.279388618857862,增城,108401154361,1680000.0,14458,Low,116.2,Flat,Plate & Tower,Steel/Concrete,Rough,Yes,2016,3,2,1,2
518,guangzhou,新康花园,113.59430022091883,23.12176643512491,增城,108402189777,1860000.0,16617,Middle,111.94,Flat,Tower,Steel/Concrete,Hardcover,Yes,2003,3,2,1,2
519,guangzhou,碧桂园凤凰城凤馨苑,113.60472478686702,23.14563155608917,增城,108402463095,1770000.0,18852,Middle,93.89,Flat,Tower,Steel/Concrete,Hardcover,No,2002,3,2,1,2
520,guangzhou,亚太新城富群苑,113.61609661597518,23.135025910632663,增城,108402495667,1360000.0,12450,High,109.24,Flat,Tower,Steel/Concrete,Simplicity,No,2009,3,2,1,2
521,guangzhou,誉峰江畔花园,113.8538646996357,23.30931115597252,增城,108402457141,1320000.0,12401,High,106.45,Flat,Tower,Steel/Concrete,Hardcover,Yes,2016,3,1,1,2
522,guangzhou,合生湖山国际,113.57203500021696,23.140143032603948,增城,108402390646,1880000.0,20717,Middle,90.75,Flat,Tower,Steel/Concrete,Hardcover,Yes,NaN,2,2,1,1
523,guangzhou,合生湖山国际,113.57203500021696,23.140143032603948,增城,108402456271,1980000.0,21511,High,92.05,Flat,Tower,Steel/Concrete,Hardcover,Yes,2016,3,1,1,1
524,guangzhou,碧桂园凤凰城凤晴苑,113.58792323993613,23.164391509140618,增城,108402407695,1680000.0,19190,Middle,87.55,Flat,Tower,Steel/Concrete,Hardcover,Yes,2014,2,2,1,1
525,guangzhou,合生湖山国际,113.57203500021696,23.140143032603948,增城,108402312085,1780000.0,19855,Middle,89.65,Flat,Tower,Steel/Concrete,Hardcover,Yes,2017,2,1,1,1
526,guangzhou,西福蓝湾,113.68260850337023,23.276486113777985,增城,108402325771,1210000.0,17122,Low,70.67,Flat,Plate & Tower,Steel/Concrete,Rough,Yes,2017,2,1,1,1
527,guangzhou,合景誉山国际,113.60127547337095,23.19553357508218,增城,108402080306,1750000.0,17887,High,97.84,Flat,Tower,Steel/Concrete,Hardcover,Yes,NaN,3,2,1,1
528,guangzhou,合景天峻广场,113.56138181551655,23.32985348768273,黄埔,108402425169,1100000.0,12338,Low,89.16,Flat,Tower,Steel/Concrete,Hardcover,Yes,2019,3,2,1,1
529,guangzhou,汇美体育花园,113.62387216880587,23.13919708777154,增城,108402503146,1500000.0,16612,Middle,90.3,Flat,Tower,Steel/Concrete,Hardcover,Yes,2006,2,2,1,2
530,guangzhou,金地荔湖城公园上城,113.6018009820941,23.227994956611656,增城,108401986198,1200000.0,15034,Low,79.82,Flat,Plate,Steel/Concrete,Hardcover,Yes,2014,2,2,1,1
531,guangzhou,汇港威华雅苑,113.74686771003867,23.283318223118634,增城,108402351377,1425000.0,13444,High,106,Flat,Tower,Steel/Concrete,Rough,Yes,2018,3,2,1,1
532,guangzhou,富力泉天下,113.65856679369243,23.641979543138874,从化,108402183502,1180000.0,9287,High,127.06,Flat,Tower,Steel/Concrete,Hardcover,Yes,NaN,3,2,1,2
533,guangzhou,金泽华庭,113.62500879476727,23.121443294369435,增城,108402270553,1950000.0,14933,Middle,130.59,Flat,Tower,Steel/Concrete,Hardcover,Yes,2007,3,2,1,2
534,guangzhou,合景誉山国际,113.60127547337095,23.19553357508218,增城,108402478785,1440000.0,17032,High,84.55,Flat,Tower,Steel/Concrete,Hardcover,Yes,2016,3,2,1,1
535,guangzhou,华标荔苑,113.49649083058316,23.45653320886069,从化,108400809620,1150000.0,12961,High,88.73,Flat,Tower,Steel/Concrete,Rough,No,2013,3,1,1,1
536,guangzhou,汇港威华雅苑,113.74686771003867,23.283318223118634,增城,108400805029,1420000.0,13958,High,101.74,Flat,Tower,Steel/Concrete,Rough,Yes,2018,3,2,1,2
537,guangzhou,碧桂园凤凰城凤馨苑,113.60472478686702,23.14563155608917,增城,108402416747,1850000.0,18917,Low,97.8,Flat,Tower,Steel/Concrete,Hardcover,Yes,2002,3,2,1,2
538,guangzhou,金地荔湖城公园上城,113.6018009820941,23.227994956611656,增城,108402098763,2700000.0,12982,Low,207.99,Duplex,Plate,Steel/Concrete,Hardcover,Yes,2009,3,2,1,3
539,guangzhou,仁安花园,113.70550029216508,23.276669363639016,增城,108401896668,1230000.0,15280,Middle,80.5,Flat,Tower,Steel/Concrete,Rough,Yes,2017,2,1,1,1
540,guangzhou,江畔豪庭,113.83001334089539,23.278094603966608,增城,108402014821,2380000.0,13752,Middle,173.07,Flat,Tower,Steel/Concrete,Hardcover,Yes,NaN,4,2,1,2
541,guangzhou,紫泉翠荔嘉园,113.49350737832441,23.448331500951248,从化,108402410703,1205000.0,11258,Low,107.04,Flat,Tower,Steel/Concrete,Rough,Yes,2010,3,2,1,2
542,guangzhou,开园路,113.83517383655686,23.300613975362136,增城,108402449426,800000.0,7983,Middle,100.22,Flat,Tower,Steel/Concrete,Hardcover,Unknown,NaN,3,2,1,2
543,guangzhou,银城花园,113.83493309068027,23.303585897602122,增城,108402445777,930000.0,10051,High,92.53,Flat,Tower,Steel/Concrete,Hardcover,Yes,NaN,3,2,1,1
544,guangzhou,新都盛世名门,113.60548089061452,23.13163410502189,增城,108402329221,1950000.0,25487,High,76.51,Flat,Tower,Steel/Concrete,Other,Yes,2012,2,1,1,1
545,guangzhou,新都盛世名门,113.60548089061452,23.13163410502189,增城,108401703181,2475000.0,24222,Middle,102.18,Flat,Tower,Steel/Concrete,Hardcover,Yes,2012,3,2,1,2
546,guangzhou,珠江壹城,113.53190117589303,23.478413971769843,从化,108400863230,1320000.0,12600,Low,104.77,Flat,Plate & Tower,Steel/Concrete,Hardcover,Yes,NaN,3,2,1,1
547,guangzhou,西宁南路,113.62150504485562,23.112967339916185,增城,108402116588,860000.0,9265,Low,92.83,Flat,Plate,Steel/Concrete,Simplicity,No,2000,3,2,1,1
548,guangzhou,碧桂园凤凰城凤馨苑,113.60472478686702,23.14563155608917,增城,108402113011,1950000.0,20066,Low,97.18,Flat,Tower,Steel/Concrete,Hardcover,Yes,2008,3,2,1,2
549,guangzhou,碧桂园凤凰城凤妍苑,113.58282086464115,23.13252435438384,增城,108402442304,1830000.0,18248,Middle,100.29,Flat,Tower,Steel/Concrete,Hardcover,Yes,2002,3,2,1,1
550,guangzhou,大墩一街,113.8348931160851,23.292288733954777,增城,108401923911,780000.0,9271,Low,84.14,Flat,Bungalow,Steel/Concrete,Hardcover,Unknown,NaN,3,2,1,1
551,guangzhou,假日花园,113.60088039860779,23.132310661848372,增城,108401845517,2052000.0,23789,High,86.26,Flat,Tower,Steel/Concrete,Rough,Yes,NaN,2,1,1,2
552,guangzhou,惠百氏广场,113.60050562554913,23.128698690775014,增城,108402468169,1694000.0,22575,Middle,75.04,Flat,Tower,Steel/Concrete,Simplicity,Yes,NaN,2,2,1,1
553,guangzhou,方圆明月山溪,113.64066563098716,23.63359841767051,从化,108402462691,740000.0,9867,Low,75,Flat,Tower,Steel/Concrete,Hardcover,Yes,2014,2,2,1,1
554,guangzhou,锦绣半山御景,113.79553871102816,23.264728043945265,增城,108402133660,1580000.0,10465,Low,150.99,Flat,Tower,Steel/Concrete,Rough,Yes,2012,4,1,1,2
555,guangzhou,恒大山水城,113.6235830042623,23.30161668301231,增城,108402285018,1680000.0,16800,Low,100,Flat,Plate & Tower,Steel/Concrete,Hardcover,Yes,2008,3,1,1,1
556,guangzhou,东景华庭,113.60079748500924,23.128694037929836,增城,108402489764,1970000.0,22046,Middle,89.36,Flat,Tower,Steel/Concrete,Hardcover,Yes,NaN,2,2,1,1
557,guangzhou,亚太新城富群苑,113.61609661597518,23.135025910632663,增城,108401720850,1183000.0,14975,High,79,Flat,Tower,Steel/Concrete,Hardcover,No,2009,2,2,1,2
558,guangzhou,亚太新城亚太银座一期,113.61434276429807,23.134895554039694,增城,108401182895,1950000.0,21025,High,92.75,Flat,Tower,Steel/Concrete,Hardcover,Yes,NaN,3,2,1,1
559,guangzhou,碧桂园凤凰城凤馨苑,113.60472478686702,23.14563155608917,增城,108402364166,1820000.0,19568,Middle,93.01,Flat,Tower,Steel/Concrete,Hardcover,Yes,2008,3,2,1,2
560,guangzhou,广州海伦堡,113.42112470510138,23.138843499071235,增城,108402396688,1530000.0,20011,Low,76.46,Flat,Tower,Steel/Concrete,Hardcover,Yes,2012,2,2,1,1
561,guangzhou,敏捷锦绣天伦,113.64535173150897,23.131672573223334,增城,108402420838,1648000.0,22570,High,73.02,Flat,Tower,Steel/Concrete,Hardcover,Yes,NaN,2,1,1,1
562,guangzhou,雅居乐小院流溪,113.57179299671266,23.520070599152085,从化,108401867455,2500000.0,11791,Low,212.03,Duplex,Tower,Steel/Concrete,Rough,Yes,2015,3,1,1,3
563,guangzhou,新都盛世名门,113.60548089061452,23.13163410502189,增城,108402351599,1720000.0,27276,Middle,63.06,Flat,Plate,Steel/Concrete,Hardcover,Yes,2012,2,2,1,1
564,guangzhou,碧桂园凤凰城凤馨苑,113.60472478686702,23.14563155608917,增城,108401700928,1870000.0,20225,Middle,92.46,Flat,Tower,Steel/Concrete,Hardcover,Yes,2008,3,2,1,2
565,guangzhou,惠百氏广场,113.60050562554913,23.128698690775014,增城,108402261416,1680000.0,20800,Low,80.77,Flat,Tower,Steel/Concrete,Hardcover,Yes,2012,2,1,1,2
566,guangzhou,亚太新城富丽园,113.61601199559617,23.133535235049916,增城,108402285603,2080000.0,15830,High,131.4,Flat,Tower,Steel/Concrete,Hardcover,Yes,2006,3,1,1,2
567,guangzhou,奥园康威广场,113.6401316781922,23.15955177151601,增城,108402497379,750000.0,10996,Middle,68.21,Duplex,Tower,Steel/Concrete,Hardcover,Yes,2016,3,1,1,1
568,guangzhou,恒大山水城,113.6235830042623,23.30161668301231,增城,108402467402,1550000.0,18394,High,84.27,Flat,Plate & Tower,Steel/Concrete,Hardcover,Yes,2012,2,2,1,1
569,guangzhou,新广路,113.42299398903647,23.042386461831075,番禺,108402129024,2050000.0,19077,High,107.46,Flat,Other,Steel/Concrete,Hardcover,No,NaN,2,1,1,2
570,guangzhou,敏捷锦绣天伦,113.64535173150897,23.131672573223334,增城,108402409551,2060000.0,20153,High,102.22,Flat,Tower,Steel/Concrete,Rough,Yes,2015,3,2,2,2
571,guangzhou,亚太新城亚太银座二期,113.61382102845805,23.134984037018302,增城,108402045353,2600000.0,20473,High,127,Flat,Tower,Steel/Concrete,Hardcover,Yes,2018,3,1,1,3
572,guangzhou,东方名都,113.59901336043646,23.131483555495553,增城,108402147370,3080000.0,21109,Middle,145.91,Duplex,Tower,Steel/Concrete,Rough,Yes,2013,4,2,1,2
573,guangzhou,嘉御豪庭,113.80738709120921,23.203370842117074,增城,108402426751,1400000.0,12024,Low,116.44,Flat,Tower,Steel/Concrete,Hardcover,Yes,2016,3,2,1,2
574,guangzhou,富雅名居,113.68139695872932,23.180987431813953,增城,108401081575,1150000.0,16143,High,71.24,Flat,Tower,Steel/Concrete,Hardcover,No,2005,2,1,1,1
575,guangzhou,锦绣新天地,113.62934626292076,23.125013337000382,增城,108402159749,1780000.0,16708,Low,106.54,Flat,Tower,Steel/Concrete,Hardcover,Yes,2010,3,2,1,2
576,guangzhou,嘉骏豪苑,113.63703324282821,23.124159264185938,增城,108402430051,1130000.0,15570,High,72.58,Flat,Tower,Steel/Concrete,Simplicity,Yes,2008,2,1,1,1
577,guangzhou,云星钱隆天誉,113.50083584450294,23.44834003810327,从化,108400713546,1110000.0,11656,Low,95.23,Flat,Tower,Steel/Concrete,Rough,Yes,2017,3,2,1,2
578,guangzhou,力诚凯怡湾,113.61352144357058,23.12074283484836,增城,108402143393,1550000.0,17951,High,86.35,Flat,Plate,Steel/Concrete,Hardcover,Yes,2013,3,1,1,1
579,guangzhou,惠百氏广场,113.60050562554913,23.128698690775014,增城,108402456141,1500000.0,25000,High,60,Flat,Tower,Steel/Concrete,Hardcover,Yes,NaN,2,1,1,1
580,guangzhou,碧桂园凤凰城凤泉苑,113.58039184654298,23.135878833399303,增城,108402335271,4790000.0,29791,Low,160.79,Duplex,Other,Steel/Concrete,Hardcover,No,2002,4,2,1,3
581,guangzhou,合景天峻广场,113.56138181551655,23.32985348768273,黄埔,108402426809,990000.0,14087,Middle,70.28,Flat,Tower,Steel/Concrete,Hardcover,Yes,2019,2,2,1,1
582,guangzhou,翡翠绿洲湖滨苑,113.55990455210589,23.141355653221357,增城,108402369210,1840000.0,19453,Low,94.59,Flat,Tower,Steel/Concrete,Hardcover,Yes,2011,2,2,1,1
583,guangzhou,锦绣御景国际三期,113.81470450822997,23.294825437966615,增城,108400902472,1950000.0,17411,Middle,112,Flat,Tower,Steel/Concrete,Simplicity,Yes,2012,3,2,1,2
584,guangzhou,亚太新城亚太银座一期,113.61434276429807,23.134895554039694,增城,108401769875,2430000.0,22884,High,106.19,Flat,Tower,Steel/Concrete,Hardcover,Yes,NaN,3,2,1,2
585,guangzhou,碧桂园凤凰城凤馨苑,113.60472478686702,23.14563155608917,增城,108402240452,2020000.0,20767,Middle,97.27,Flat,Tower,Steel/Concrete,Hardcover,Yes,2010,3,1,1,2
586,guangzhou,尚东阳光雅苑,113.43772503159808,23.115815001755507,增城,108402248168,2470000.0,23169,Low,106.61,Flat,Tower,Steel/Concrete,Hardcover,Yes,2011,3,2,1,2
587,guangzhou,合景誉山国际,113.60127547337095,23.19553357508218,增城,108402428206,1630000.0,18249,Middle,89.32,Flat,Tower,Steel/Concrete,Hardcover,Yes,2014,3,1,1,1
588,guangzhou,顺欣花园,113.62383381116061,23.152484559707073,增城,108402278379,2200000.0,19851,Middle,110.83,Flat,Tower,Steel/Concrete,Hardcover,Yes,2018,3,2,1,2
589,guangzhou,恒大山水城,113.6235830042623,23.30161668301231,增城,108402508329,1650000.0,17115,Middle,96.41,Flat,Plate & Tower,Steel/Concrete,Hardcover,Yes,NaN,3,2,1,1
590,guangzhou,碧桂园凤凰城凤馨苑,113.60472478686702,23.14563155608917,增城,108402442475,1880000.0,19551,Low,96.16,Flat,Tower,Steel/Concrete,Hardcover,Yes,2008,3,1,1,1
591,guangzhou,海洋广场,113.60791296295143,23.53506200695083,从化,108402532083,820000.0,9079,High,90.32,Flat,Tower,Steel/Concrete,Other,Yes,2004,3,1,1,1
592,guangzhou,高胜花园,113.34146602674157,23.164374564054548,天河,108402513751,1650000.0,31965,High,51.62,Flat,Tower,Steel/Concrete,Simplicity,No,2000,2,1,1,1
593,guangzhou,清河西路,113.37017479286438,22.93961224535557,番禺,108402533067,1100000.0,14865,High,74,Flat,Tower,Steel/Concrete,Hardcover,No,NaN,2,2,1,1
594,guangzhou,雅居乐万科热橙,113.2862440429922,23.448656989837833,花都,108402553949,1280000.0,14749,High,86.79,Flat,Tower,Steel/Concrete,Hardcover,Yes,2017,3,2,1,1
595,guangzhou,光复中路,113.2581447771577,23.124686049702394,荔湾,108402557049,2100000.0,27639,Middle,75.98,Flat,Plate,Steel/Concrete,Simplicity,No,NaN,3,1,1,1
596,guangzhou,天一新村,113.34358890232205,23.16177953142917,天河,108402540619,3560000.0,49583,Low,71.8,Flat,Tower,Steel/Concrete,Simplicity,Yes,2008,2,2,1,1
597,guangzhou,宝岗大道,113.27242630764226,23.10119952083043,海珠,108402549012,1880000.0,31370,Middle,59.93,Flat,Tower,Steel/Concrete,Simplicity,No,NaN,2,1,1,1
598,guangzhou,东华园,113.3816833440711,22.947025979239836,番禺,108402537062,1055000.0,16206,High,65.1,Flat,Tower,Steel/Concrete,Hardcover,No,2002,2,1,1,1
599,guangzhou,丽江花园丽波楼,113.30875872313409,23.04103617014793,番禺,108402533940,1800000.0,27398,Middle,65.7,Flat,Tower,Steel/Concrete,Hardcover,Yes,1993,2,1,1,1
600,guangzhou,广州融创文旅城A3区,113.2358897073081,23.435713892247616,花都,108402568132,2450000.0,25266,Middle,96.97,Flat,Tower,Steel/Concrete,Rough,Yes,2018,3,2,1,2
601,guangzhou,怡乐路,113.73801176517148,23.710952042789597,海珠,108402535143,2800000.0,35287,Middle,79.35,Flat,Plate,Steel/Concrete,Simplicity,Unknown,NaN,3,1,1,1
602,guangzhou,腾飞园中新里,113.55147188879485,23.336835131343545,黄埔,108402542548,2560000.0,28120,High,91.04,Flat,Tower,Steel/Concrete,Rough,Yes,2016,2,2,1,2
603,guangzhou,如意花园,113.30831855343435,23.04659812660723,番禺,108402557666,1530000.0,22040,Middle,69.42,Flat,Plate,Mixed,Simplicity,No,NaN,2,1,1,1
604,guangzhou,富力千禧花园,113.29145143020126,23.102082079594094,海珠,108402554100,6200000.0,68290,Low,90.79,Flat,Tower,Steel/Concrete,Other,Yes,2002,3,1,1,1
605,guangzhou,天湖峰境,113.44977651865486,23.45448299594102,花都,108402520598,1290000.0,7578,Low,170.24,Flat,Tower,Steel/Concrete,Hardcover,Yes,2008,4,2,1,2
606,guangzhou,鸿运雅轩,113.28834544907099,23.094474679213207,海珠,108402563872,2630000.0,35954,Middle,73.15,Flat,Bungalow,Steel/Concrete,Hardcover,No,NaN,3,2,1,2
607,guangzhou,阳光城丽景湾,113.55028127467232,22.82518766659142,南沙,108402544836,3150000.0,18023,Middle,174.78,Flat,Tower,Steel/Concrete,Rough,Yes,2017,4,2,1,3
608,guangzhou,汇侨新城南区,113.26342402880756,23.204119027399855,白云,108402521206,1800000.0,28125,High,64,Flat,Tower,Steel/Concrete,Hardcover,Yes,2000,2,2,1,1
609,guangzhou,路劲隽悦豪庭二期三期,113.20040367526752,23.42561415305298,花都,108402566934,1550000.0,18747,Low,82.68,Flat,Tower,Steel/Concrete,Hardcover,Yes,2015,3,2,1,1
610,guangzhou,中旅侨苑,113.28034666732114,23.093252155707184,海珠,108402568190,5330000.0,51374,High,103.75,Flat,Tower,Steel/Concrete,Hardcover,Yes,2003,3,1,1,1
611,guangzhou,广州碧桂园乐苑,113.29374300755646,23.03423303928319,番禺,108402567218,2480000.0,30770,Middle,80.6,Flat,Tower,Steel/Concrete,Other,No,1998,2,2,1,1
612,guangzhou,云峰学府花园,113.25224093368699,23.384737294066532,花都,108402566559,1420000.0,14331,High,99.09,Flat,Tower,Steel/Concrete,Simplicity,Yes,2011,3,1,1,2
613,guangzhou,祈福聚龙堡,113.280594958964,23.444192822870626,花都,108402523327,1280000.0,11748,Middle,108.96,Flat,Tower,Steel/Concrete,Rough,Unknown,NaN,3,1,1,2
614,guangzhou,东鹏花园一期,113.23312651956033,23.087592581308357,荔湾,108402557021,1360000.0,29950,Middle,45.41,Flat,Tower,Steel/Concrete,Simplicity,No,1997,2,1,1,1
615,guangzhou,花城路,113.33313379398652,23.124760746722202,花都,108402545650,745000.0,9676,Low,77,Flat,Plate,Steel/Concrete,Simplicity,Unknown,NaN,3,1,1,1
616,guangzhou,大沙头路,113.29082809600808,23.12062983035618,越秀,108402528980,1980000.0,63098,Middle,31.38,Flat,Tower,Steel/Concrete,Hardcover,No,NaN,4,1,1,3
617,guangzhou,水均岗,113.31284745318686,23.136979457897986,越秀,108402550535,3900000.0,63581,Middle,61.34,Flat,Plate,Steel/Concrete,Hardcover,No,NaN,2,2,1,1
618,guangzhou,韫祥楼,113.28205120202576,23.129406502945905,越秀,108402569228,3350000.0,53885,Low,62.17,Flat,Tower,Steel/Concrete,Hardcover,No,2000,3,1,1,1
619,guangzhou,荔湾路92号大院,113.25131657731752,23.135545757160482,荔湾,108402556166,1690000.0,41884,Middle,40.35,Flat,Tower,Steel/Concrete,Hardcover,Yes,NaN,2,1,1,1
620,guangzhou,怡乐路,113.73801176517148,23.710952042789597,海珠,108402563649,2650000.0,37277,Middle,71.09,Flat,Tower,Steel/Concrete,Simplicity,No,NaN,3,1,1,1
621,guangzhou,三元里大道,113.26290355059524,23.16697668919322,白云,108402526270,550000.0,25195,Middle,21.83,Flat,Tower,Mixed,Simplicity,No,1995,1,1,1,1
622,guangzhou,聚德花园,113.33700297547783,23.089946050068352,海珠,108402533440,2100000.0,37763,Low,55.61,Flat,Tower,Steel/Concrete,Simplicity,Yes,1997,2,2,1,1
623,guangzhou,橡树园,113.33494899992994,23.17448267017531,天河,108402569354,1650000.0,38733,High,42.6,Flat,Tower,Steel/Concrete,Hardcover,Yes,2004,1,1,1,1
624,guangzhou,泽德花苑,113.24540024740021,23.18235772814676,白云,108402565823,1350000.0,24649,Middle,54.77,Flat,Tower,Steel/Concrete,Simplicity,No,1998,2,1,1,1
625,guangzhou,华南路,113.21603455045818,23.376238752811044,花都,108402568370,699000.0,9002,Middle,77.65,Flat,Tower,Steel/Concrete,Simplicity,No,NaN,3,2,1,1
626,guangzhou,大德路,113.26532306641774,23.12400978168437,越秀,108402525034,1370000.0,41043,Middle,33.38,Flat,Tower,Steel/Concrete,Hardcover,No,1990,2,1,1,1
627,guangzhou,晓翠苑,113.23076056250893,23.394686291328544,白云,108402546106,1100000.0,24842,Low,44.28,Flat,Tower,Steel/Concrete,Simplicity,Yes,1999,1,1,1,1
628,guangzhou,民航小区向云新街,113.27582783128523,23.178552855533955,白云,108402549289,2220000.0,34435,Low,64.47,Flat,Tower,Steel/Concrete,Simplicity,Yes,1995,2,1,1,1
