City,HouseName,District,TotalPrice,Price,Floor,Square,ConstructionTime,Bedrooms,LivingRooms,Kitchens,Bathrooms,Type,Structure,Renovation,Elevator,FloorType,Lng,Lat,ID
beijing,天朗园,朝阳,5900000.0,57221,Middle,103.11,2005,2,1,1,1,Tower,Steel/Concrete,Simplicity,Yes,Flat,116.27302211373078,40.16939369929296,101112598976
beijing,和平里九区,东城,6600000.0,120592,Middle,54.73,1988,2,1,1,1,Plate,Mixed,Hardcover,No,Flat,116.41890935397608,39.96735493463011,101112658840
beijing,大方居,通州,3200000.0,36589,Low,87.46,2010,2,1,1,1,Plate & Tower,Steel/Concrete,Hardcover,Yes,Flat,116.63632686536988,39.88197769922303,101112582453
beijing,溪城家园,昌平,4670000.0,56765,Middle,82.27,2010,2,1,1,1,Plate,Steel/Concrete,Hardcover,Yes,Flat,116.4069695262902,40.04922059109379,101112539757
beijing,民安小区东直门北中街,东城,8130000.0,108271,Middle,75.09,2002,2,1,1,1,Plate & Tower,Steel/Concrete,Hardcover,Yes,Flat,116.43699350151964,39.94904781376192,101112635860
beijing,北苑家园望春园,朝阳,6310000.0,67007,Low,94.17,2007,2,1,1,1,Tower,Steel/Concrete,Hardcover,Yes,Flat,116.42541317569886,40.05288640224027,101112565865
beijing,西坝河北里202号院,朝阳,5000000.0,77185,Middle,64.78,1993,2,1,1,1,Plate,Mixed,Hardcover,No,Flat,116.4485219951125,39.97456508265347,101112555936
beijing,龙华园,昌平,4490000.0,56013,Low,80.16,1996,2,1,1,1,Plate,Mixed,Hardcover,No,Flat,116.33118101753273,40.0809530687648,101112570298
beijing,溪城家园,昌平,4360000.0,55058,Low,79.19,2010,2,1,1,1,Plate,Steel/Concrete,Hardcover,Yes,Flat,116.4069695262902,40.04922059109379,101112576802
beijing,易构空间,朝阳,3030000.0,61411,Low,49.34,2004,1,0,1,1,Tower,Steel/Concrete,Hardcover,Yes,Flat,116.48881728537357,39.90569453421496,101112564410
beijing,北街家园八区,昌平,3150000.0,50897,High,61.89,2012,2,1,1,1,Plate,Steel/Concrete,Hardcover,Yes,Flat,116.28357280177603,39.638007264367545,101112564161
beijing,名佳花园三区,昌平,2780000.0,42652,High,65.18,2005,1,1,1,1,Plate,Mixed,Hardcover,No,Flat,116.4250109144915,40.11245523946049,101112611462
beijing,和平西街,朝阳,4650000.0,78841,High,58.98,1993,2,1,1,1,Plate,Mixed,Hardcover,No,Flat,116.08393221744136,39.95067178577689,101112599251
beijing,龙锦苑四区,昌平,5100000.0,54152,First Floor ,94.18,2003,2,1,1,1,Plate,Mixed,Simplicity,No,Flat,116.35320612117913,40.09074628068606,101112658087
beijing,北京市人民检察院宿舍,海淀,5660000.0,99125,Low,57.1,1988,2,1,1,1,Plate,Mixed,Simplicity,No,Flat,116.32270460674059,39.944865187835525,101112604828
beijing,矿机北路,房山,1160000.0,19470,Middle,59.58,1991,2,1,1,1,Plate,Mixed,Hardcover,No,Flat,116.00211823464515,39.69384790981698,101112677507
beijing,航天城小区,海淀,8000000.0,113896,Low,70.24,2005,2,1,1,1,Plate,Mixed,Simplicity,No,Flat,116.27725034793569,40.082586576953936,101112666489
beijing,青塔秀园,丰台,3250000.0,55282,Low,58.79,1993,2,1,1,1,Plate,Mixed,Hardcover,No,Flat,116.26919964412471,39.89731849380994,101112624895
beijing,酒仙桥南路4号院,朝阳,5700000.0,57431,Middle,99.25,2003,2,1,1,1,Plate,Mixed,Simplicity,No,Flat,116.50897795593401,39.97025263329985,101112604813
beijing,龙华园,昌平,3590000.0,61295,First Floor ,58.57,1994,1,1,1,1,Plate,Mixed,Hardcover,No,Flat,116.33118101753273,40.0809530687648,101112684993
beijing,铁东小区,海淀,5030000.0,112027,Low,44.9,1992,1,1,1,1,Tower,Steel/Concrete,Simplicity,Yes,Flat,116.33769085790243,39.90748676030394,101112652003
beijing,巧克力城,大兴,4850000.0,49070,Middle,98.84,2004,2,2,1,1,Plate,Steel/Concrete,Simplicity,No,Flat,116.45108000988272,39.82245910600145,101112531933
beijing,国惠村,昌平,3400000.0,41965,High,81.02,2013,2,2,1,1,Plate,Steel/Concrete,Hardcover,Yes,Flat,116.30433928957238,40.22054442207961,101112610335
beijing,首开熙悦山熹园1号院,房山,3395000.0,40422,High,83.99,2013,2,1,1,1,Plate & Tower,Steel/Concrete,Hardcover,Yes,Flat,116.22248784743641,39.7746471409968,101112552212
beijing,安贞西里,朝阳,5680000.0,100230,Middle,56.67,1985,2,1,1,1,Plate,Mixed,Hardcover,No,Flat,116.40654956846429,39.98042878025901,101112556347
beijing,名佳花园三区,昌平,2880000.0,44562,Middle,64.63,2004,1,1,1,1,Plate,Mixed,Other,No,Flat,116.4250109144915,40.11245523946049,101112593157
beijing,福美苑,海淀,5780000.0,69547,Top ,83.11,2012,2,1,1,1,Plate,Steel/Concrete,Hardcover,Yes,Flat,116.34781700676366,40.048279442676446,101112599845
beijing,东泽园,朝阳,3960000.0,53507,High,74.01,2012,2,1,1,1,Plate,Steel/Concrete,Hardcover,Yes,Flat,116.3436246149486,39.852371624412044,101112573293
beijing,北分厂,海淀,3350000.0,68789,Top ,48.7,1965,2,1,1,1,Plate,Mixed,Hardcover,No,Flat,116.4133836971231,39.910924547299565,101112672761
beijing,世华龙樾一期西区,海淀,7450000.0,97069,Middle,76.75,2014,2,1,1,1,Plate & Tower,Steel/Concrete,Simplicity,Yes,Flat,116.3577779572416,40.05231506268809,101112541485
beijing,御景春天A区,丰台,2530000.0,52566,Low,48.13,2012,1,1,1,1,Tower,Steel/Concrete,Simplicity,Yes,Flat,116.29753246940108,39.82256702877608,101112592569
beijing,世嘉博苑,大兴,3600000.0,60353,High,59.65,2009,1,1,1,1,Plate,Steel/Concrete,Hardcover,Yes,Flat,116.33343621351553,39.79751383393624,101112622149
beijing,北苑家园莲葩园,朝阳,5850000.0,52359,Middle,111.73,2004,2,1,1,2,Tower,Steel/Concrete,Hardcover,Yes,Flat,116.42803452100752,40.05103139505239,101112541886
beijing,都景苑,海淀,9000000.0,94837,High,94.9,2001,2,1,1,1,Tower,Steel/Concrete,Simplicity,Yes,Flat,116.38329558288024,39.98574619012577,101112544549
beijing,风景club,丰台,6000000.0,73109,Low,82.07,2007,1,1,1,1,Tower,Steel/Concrete,Hardcover,Yes,Duplex,116.35763000632411,39.847173115329056,101112645718
beijing,吉祥里,朝阳,3850000.0,93447,Middle,41.2,1993,1,1,1,1,Plate,Mixed,Hardcover,No,Flat,116.4449707239399,39.931809384042324,101112604826
beijing,天通苑东一区,昌平,3860000.0,50551,Middle,76.36,2001,2,1,1,1,Plate,Mixed,Hardcover,No,Flat,116.44154970706626,40.074520504731524,101112640202
beijing,双榆树东里,海淀,7200000.0,113565,Middle,63.4,1990,2,1,1,1,Tower,Steel/Concrete,Simplicity,Yes,Flat,116.33278494202078,39.97528761036939,101112565941
beijing,柏林爱乐二期,朝阳,3780000.0,65969,High,57.3,2007,1,0,1,1,Tower,Steel/Concrete,Hardcover,Yes,Flat,116.59475050162104,39.928013285070215,101112563303
beijing,海运仓小区,东城,6330000.0,132013,Middle,47.95,2002,1,1,1,1,Plate,Steel/Concrete,Hardcover,No,Flat,116.43505495822912,39.94165606531372,101112681942
beijing,潘家园东里,朝阳,3190000.0,51845,Low,61.53,1998,1,1,1,1,Tower,Steel/Concrete,Simplicity,Yes,Flat,116.46145400123415,39.8844760510656,101112682024
beijing,安贞西里,朝阳,5650000.0,97802,Low,57.77,1984,2,1,1,1,Plate,Steel/Concrete,Simplicity,No,Flat,116.40654956846429,39.98042878025901,101112600638
beijing,裕龙三区,顺义,3680000.0,39780,Low,92.51,2009,2,1,1,1,Plate & Tower,Steel/Concrete,Hardcover,Yes,Flat,116.67857713791233,40.130977471175385,101112612258
beijing,双桥小区,朝阳,3600000.0,43458,Low,82.84,2004,2,1,1,1,Plate,Brick/Concrete,Hardcover,No,Flat,116.57750312566002,39.90191503421852,101112655482
beijing,永泰东里,海淀,4500000.0,77440,Low,58.11,1995,1,1,1,1,Plate,Mixed,Hardcover,No,Flat,116.36539495915237,40.04064393344764,101112671321
beijing,太平桥西里,丰台,3200000.0,73835,First Floor ,43.34,1990,1,1,1,1,Plate,Mixed,Hardcover,No,Flat,116.32112358904303,39.889877655876276,101112686991
beijing,润景公馆,门头沟,3570000.0,40153,Middle,88.91,2011,2,1,1,1,Plate,Steel/Concrete,Hardcover,Yes,Flat,116.11656729729664,39.91629216154045,101112693717
beijing,安慧里二区,朝阳,5900000.0,88950,Low,66.33,1990,2,1,1,1,Tower,Steel/Concrete,Hardcover,Yes,Flat,116.41620527472993,40.00013299779502,101112693209
beijing,蓟门东里,海淀,6050000.0,97739,Middle,61.9,1986,2,1,1,1,Plate & Tower,Steel/Concrete,Hardcover,Yes,Flat,116.35904501716342,39.97630807952968,101112679879
beijing,麦子店街,朝阳,2850000.0,79454,High,35.87,1982,1,1,1,1,Plate,Mixed,Simplicity,No,Flat,116.47535914171473,39.95266996197839,101112571047
beijing,美术馆后街,东城,6390000.0,155173,Top ,41.18,1989,1,1,1,1,Tower,Steel/Concrete,Hardcover,Yes,Flat,116.41534002686274,39.936039217170695,101112684704
beijing,华龙小区,通州,2850000.0,36856,Middle,77.33,1999,2,1,1,1,Plate,Mixed,Simplicity,No,Flat,116.68384309464238,40.580460097717186,101112633443
beijing,明光村小区,海淀,4330000.0,105610,Middle,41,1980,1,1,1,1,Plate,Mixed,Simplicity,No,Flat,116.36023428382809,39.96159137976553,101112621577
beijing,万科蓝蓝沁家园,丰台,5800000.0,77272,Middle,75.06,2015,2,1,2,2,Plate,Steel/Concrete,Hardcover,Yes,Flat,116.30408003860221,39.82189309743244,101112693517
beijing,双龙南里,朝阳,3180000.0,53926,Middle,58.97,1994,2,1,1,1,Plate,Mixed,Simplicity,No,Flat,116.48637587065856,39.87539319351464,101112650250
beijing,梅园,海淀,4360000.0,92570,Middle,47.1,1995,1,1,1,1,Plate,Mixed,Simplicity,No,Flat,116.28036504263044,40.03511904582848,101112677154
beijing,中国铁建青秀尚城,昌平,3580000.0,45629,Low,78.46,2016,3,1,1,1,Plate & Tower,Steel/Concrete,Hardcover,Yes,Flat,116.28734945780107,40.21212293512693,101112522205
beijing,白云观,西城,8200000.0,149363,Middle,54.9,1983,2,1,1,1,Plate,Mixed,Simplicity,No,Flat,116.35015763160047,39.90651970436118,101112532226
beijing,望都新地,昌平,2880000.0,45071,First Floor ,63.9,2009,1,1,1,1,Plate,Mixed,Hardcover,Yes,Flat,116.4230252101617,40.11994104751062,101112661597
beijing,苏荷时代,通州,2990000.0,43606,Middle,68.57,2005,1,1,1,1,Plate & Tower,Steel/Concrete,Hardcover,Yes,Flat,116.65146798440168,39.89780734766176,101112682069
beijing,罗马花园,朝阳,9290000.0,65612,Middle,141.59,1995,2,1,1,2,Tower,Steel/Concrete,Hardcover,Yes,Flat,116.42494201445888,39.9902702038136,101112673349
beijing,首开国风美唐二期,昌平,6750000.0,72286,Low,93.38,2015,2,1,1,1,Plate,Steel/Concrete,Hardcover,Yes,Flat,116.36684096153176,40.08549404374912,101112521455
beijing,砖角楼南里,朝阳,4050000.0,73637,High,55,1986,2,1,1,1,Plate,Mixed,Simplicity,No,Flat,116.43765887641088,39.959390706001386,101112624122
beijing,双榆树南里二区,海淀,6500000.0,110245,High,58.96,1995,2,1,1,1,Tower,Steel/Concrete,Hardcover,Yes,Flat,116.33737797809331,39.97158904985325,101112651528
beijing,清缘东里,海淀,7300000.0,86812,Middle,84.09,2003,2,1,1,1,Plate,Steel/Concrete,Hardcover,Yes,Flat,116.36627035787184,40.03549994417755,101112550499
beijing,首开熙悦山澜庭,房山,3680000.0,43972,High,83.69,2014,2,1,1,1,Plate,Steel/Concrete,Simplicity,Yes,Flat,116.22099010265964,39.76817863839959,101112621071
beijing,西三环北路86号院,海淀,7500000.0,116262,Middle,64.51,1996,2,1,1,1,Plate,Mixed,Hardcover,No,Flat,116.31751078394299,39.932602009395865,101112632119
beijing,小南庄社区,海淀,7560000.0,116595,Middle,64.84,1995,2,1,1,1,Plate,Mixed,Hardcover,No,Flat,116.31224258144917,39.970383200319,101112556684
beijing,晶城秀府,丰台,4650000.0,74508,Middle,62.41,2010,1,1,1,1,Tower,Steel/Concrete,Hardcover,Yes,Flat,116.44711273342844,39.853143296750524,101112611703
beijing,西马庄园,通州,2120000.0,38247,Low,55.43,1996,1,1,1,1,Plate,Mixed,Simplicity,No,Flat,116.63650302308041,39.918474103622785,101112611121
beijing,车公庄西路35号院,海淀,6500000.0,107085,First Floor ,60.7,1985,3,1,1,1,Plate,Mixed,Rough,No,Flat,116.3190781473968,39.94193487292632,101112608665
beijing,国惠村,昌平,3180000.0,39197,Middle,81.13,NaN,2,1,1,1,Plate,Steel/Concrete,Hardcover,Yes,Flat,116.30433928957238,40.22054442207961,101112657969
beijing,永泰东里,海淀,5320000.0,78075,Top ,68.14,2000,2,1,1,1,Plate,Mixed,Hardcover,No,Flat,116.36539495915237,40.04064393344764,101112565852
beijing,北苑家园望春园,朝阳,6500000.0,63632,Middle,102.15,2007,2,1,1,1,Tower,Steel/Concrete,Hardcover,Yes,Flat,116.42541317569886,40.05288640224027,101112576166
beijing,冬季星空,丰台,7390000.0,71972,Middle,102.68,2005,2,2,1,1,Plate & Tower,Steel/Concrete,Hardcover,Yes,Flat,116.36934400000477,39.850490078190454,101112637872
beijing,双合家园,朝阳,3990000.0,45868,Middle,86.99,2013,2,1,1,1,Plate,Steel/Concrete,Hardcover,Yes,Flat,116.40870604067155,40.0897760414017,101112673679
beijing,北苑家园茉藜园,朝阳,4190000.0,63688,Middle,65.79,2004,1,1,1,1,Tower,Steel/Concrete,Hardcover,Yes,Flat,116.4305310018503,40.04557204907456,101112541993
beijing,芍药居北里,朝阳,7160000.0,94534,Middle,75.74,1997,2,1,1,1,Tower,Steel/Concrete,Hardcover,Yes,Flat,116.44254296346864,39.99194888164441,101112609635
beijing,南沙滩小区,朝阳,4650000.0,83379,Middle,55.77,1997,1,1,1,1,Plate,Mixed,Hardcover,No,Flat,116.3840439612006,40.00649505910196,101112611129
beijing,广外南街50号院,西城,5890000.0,90994,Middle,64.73,1999,1,1,1,1,Tower,Steel/Concrete,Other,Yes,Flat,116.35384418758285,39.88815582976343,101112529183
beijing,润泽悦溪,朝阳,7690000.0,87826,Low,87.56,2010,2,2,1,1,Plate,Steel/Concrete,Hardcover,Yes,Flat,116.43678725057455,40.05918089692315,101112673734
beijing,龙城花园北二区,昌平,3550000.0,56314,Middle,63.04,2004,2,1,1,1,Plate,Mixed,Simplicity,No,Flat,116.30557374100418,40.09480572050422,101112539803
beijing,前门东大街,东城,6950000.0,111076,High,62.57,1979,2,1,1,1,Plate,Steel/Concrete,Hardcover,Yes,Duplex,116.41079397216839,39.907108255499615,101112655814
beijing,北苑家园紫绶园,朝阳,4450000.0,56465,Low,78.81,2001,2,1,1,1,Tower,Steel/Concrete,Hardcover,Yes,Flat,116.4336709389299,40.048778946126696,101112647043
beijing,左家庄东里,朝阳,4500000.0,73783,Low,60.99,1998,2,1,1,1,Tower,Steel/Concrete,Simplicity,Yes,Flat,116.45225580196471,39.96077482848973,101112580678
beijing,天通苑北三区,昌平,4900000.0,45629,Low,107.39,2005,2,1,1,2,Plate,Mixed,Hardcover,No,Flat,116.44012625215514,40.08296368870586,101112686635
beijing,静安里,朝阳,4100000.0,79412,Middle,51.63,1984,2,0,1,1,Plate,Steel/Concrete,Simplicity,Yes,Flat,116.45124251334947,39.96498723448301,101112639741
beijing,广播大院,朝阳,2550000.0,47469,Middle,53.72,1996,2,1,1,1,Plate,Mixed,Hardcover,No,Flat,116.4496482905609,39.913386624256496,101112636874
beijing,金蝉南里,朝阳,3280000.0,58866,High,55.72,2007,1,1,1,1,Tower,Steel/Concrete,Hardcover,Yes,Flat,116.50904514918615,39.868721314058604,101112586414
beijing,鸿业兴园二区,丰台,4280000.0,63805,High,67.08,2010,1,1,1,1,Plate,Steel/Concrete,Hardcover,Yes,Flat,116.31310782931638,39.84481389703488,101112583073
beijing,安华西里社区,朝阳,3950000.0,80613,Top ,49,1985,2,1,1,1,Plate,Mixed,Hardcover,No,Flat,116.40396406554547,39.97322077633398,101112684177
beijing,广渠家园,东城,6890000.0,101012,High,68.21,2009,2,1,1,1,Tower,Steel/Concrete,Hardcover,Yes,Flat,116.45528614577209,39.89746207120813,101112631720
beijing,远洋一方林语苑,朝阳,5780000.0,65003,Middle,88.92,2009,2,2,1,1,Plate & Tower,Steel/Concrete,Hardcover,Yes,Flat,116.60996330543252,39.90370597621574,101112657432
beijing,建国门北大街,东城,6200000.0,107565,Top ,57.64,1988,1,1,1,1,Tower,Steel/Concrete,Hardcover,Yes,Flat,116.44135594256775,39.91813661033064,101112623014
beijing,裕中东里,西城,8800000.0,133943,Top ,65.7,1991,2,1,1,1,Plate,Mixed,Simplicity,No,Flat,116.39712769112289,39.977790548845746,101112658589
beijing,gogo新世代,丰台,3280000.0,70705,High,46.39,2005,1,1,1,1,Tower,Steel/Concrete,Hardcover,Yes,Flat,116.42934999959634,39.87269273484701,101112546887
beijing,高家园四区,朝阳,3200000.0,60287,Top ,53.08,1983,2,1,1,1,Plate,Steel/Concrete,Hardcover,No,Flat,116.48852237167465,39.98620828647853,101112661260
beijing,清芷园,西城,7900000.0,109283,Middle,72.29,2003,1,1,1,1,Tower,Steel/Concrete,Hardcover,Yes,Flat,116.37865116373256,39.87990857724562,101112568019
beijing,万科中粮假日风景,丰台,7450000.0,75866,First Floor ,98.2,2008,2,2,1,1,Plate,Steel/Concrete,Hardcover,Yes,Flat,116.25641774485378,39.87280528493912,101112630482
beijing,慧时欣园二期,丰台,3850000.0,63806,Top ,60.34,2003,1,1,1,1,Tower,Steel/Concrete,Hardcover,Yes,Flat,116.41902236080924,39.85326827291929,101112684321
beijing,通典铭居,通州,3250000.0,44859,Middle,72.45,2005,2,1,1,1,Tower,Steel/Concrete,Hardcover,Yes,Flat,116.64137004233345,39.91398410894172,101112654621
beijing,新裕家园,东城,5380000.0,148251,Low,36.29,2007,1,0,1,1,Plate,Steel/Concrete,Hardcover,Yes,Flat,116.43318414717403,39.899095510891776,101112579880
beijing,红莲晴园,西城,9490000.0,106248,High,89.32,2000,2,1,1,1,Tower,Steel/Concrete,Simplicity,Yes,Flat,116.33823963273848,39.889261067073406,101112653511
beijing,杨庄中区,石景山,3880000.0,46368,Middle,83.68,1996,2,1,1,1,Plate,Steel/Concrete,Hardcover,Yes,Flat,116.19989672148819,39.928468443608544,101112598879
beijing,手帕口北街,西城,5450000.0,99145,Top ,54.97,1979,2,1,1,1,Plate,Mixed,Hardcover,No,Flat,116.34862368511163,39.899394489693115,101112688449
beijing,景和园,海淀,7350000.0,90764,Middle,80.98,2011,2,1,1,1,Plate,Mixed,Hardcover,No,Flat,116.2723091286475,40.05543376126319,101112641533
beijing,枫竹苑二区,丰台,6400000.0,73261,High,87.36,2005,2,1,1,1,Plate,Steel/Concrete,Hardcover,Yes,Flat,116.37905719782306,39.840143137803906,101112563839
beijing,八角南里,石景山,3490000.0,60738,Middle,57.46,1997,2,1,1,1,Plate,Mixed,Hardcover,No,Flat,116.20953922266284,39.91643057994607,101112534559
beijing,铁道科学研究院,海淀,7960000.0,133289,Low,59.72,1980,2,1,1,1,Plate,Mixed,Hardcover,No,Flat,116.34248960593673,39.96111065816746,101112565268
shanghai,谈家港花苑一村,闵行,3300000.0,33123,Low,99.63,2006,2,2,1,1,Plate,Brick/Concrete,Simplicity,No,Flat,121.54023692063926,31.07333634949813,107104391304
shanghai,绿地东岸涟城,浦东,7250000.0,31859,Low,227.57,2009,4,2,1,3,Plate,Steel/Concrete,Simplicity,No,Duplex,121.9233493087734,30.890324694600853,107104354107
shanghai,绿地金卫新家园（东区）,金山,1550000.0,15611,Low,99.29,2009,2,2,1,1,Plate,Steel/Concrete,Hardcover,No,Flat,121.3204121301398,30.74996252539778,107104357967
shanghai,浦江馨都,闵行,4100000.0,42914,Low,95.54,2013,3,1,1,1,Plate,Steel/Concrete,Hardcover,Yes,Flat,121.53805942808307,31.046272745438216,107104380708
shanghai,虹浦新城南区,闵行,3200000.0,41602,Low,76.92,2008,2,1,1,1,Plate,Steel/Concrete,Simplicity,Yes,Flat,121.54261329803535,31.0520259017017,107104392540
shanghai,上浦小区,浦东,3600000.0,39259,High,91.7,1993,3,1,1,1,Plate,Brick/Concrete,Rough,No,Flat,121.69463704288042,31.19778389140993,107104374552
shanghai,新南家园,奉贤,2670000.0,27019,High,98.82,2002,3,2,1,1,Plate,Steel/Concrete,Simplicity,No,Flat,121.45204766363875,30.998924869263565,107104304015
shanghai,绿地东岸涟城,浦东,5500000.0,28836,High,190.74,NaN,5,2,2,3,Plate,Steel/Concrete,Rough,Yes,Duplex,121.9233493087734,30.890324694600853,107104205374
shanghai,山鑫联城花苑,金山,1900000.0,13029,Low,145.83,2004,4,2,1,2,Plate,Steel/Concrete,Simplicity,No,Flat,121.36292901975762,30.742146299064483,107104122880
shanghai,川沙公寓,浦东,5800000.0,42253,Low,137.27,2004,3,2,1,2,Plate,Steel/Concrete,Hardcover,No,Flat,121.69591128924631,31.195729820004804,107104288846
shanghai,正荣御首府,金山,2570000.0,22992,Middle,111.78,NaN,3,2,1,1,Plate,Steel/Concrete,Hardcover,Yes,Flat,121.32538550876524,30.751565434496907,107104349896
shanghai,海韵馨苑,奉贤,1520000.0,11658,Middle,130.39,2009,3,2,1,2,Plate,Steel/Concrete,Rough,No,Flat,121.34969626095123,30.76778193870532,107104376808
shanghai,听潮六村,浦东,2350000.0,25740,Low,91.3,1995,2,2,1,1,Plate,Brick/Concrete,Rough,No,Flat,121.75034887264265,31.050578963716134,107104369538
shanghai,保利铃兰公馆,浦东,4680000.0,52029,Low,89.95,2018,3,2,1,2,Plate,Steel/Concrete,Hardcover,Yes,Flat,121.92562220137474,30.92494757261289,107104097465
shanghai,联富假日公寓,静安,6200000.0,100912,High,61.44,2007,2,1,1,1,Plate,Steel/Concrete,Hardcover,Yes,Flat,121.48726680912405,31.249752446973552,107104054736
shanghai,绿地蓝海庭,浦东,1680000.0,31976,Middle,52.54,2009,1,1,1,1,Plate,Steel/Concrete,Hardcover,No,Flat,121.9235025596934,30.889783606925928,107104375756
shanghai,新南家园,奉贤,3400000.0,25453,Low,133.58,2005,2,2,1,2,Plate,Steel/Concrete,Simplicity,Yes,Flat,121.45204766363875,30.998924869263565,107104010878
shanghai,城丰路15弄,浦东,3650000.0,34157,Middle,106.86,1996,3,2,1,1,Plate,Brick/Concrete,Simplicity,No,Flat,121.69708187115637,31.197356076198027,107103234885
shanghai,东南新村(浦东),浦东,4120000.0,85584,Middle,48.14,1980,2,1,1,1,Plate,Brick/Concrete,Simplicity,No,Flat,121.5230669786132,31.23100989561768,107104140010
shanghai,金都雅苑,奉贤,2530000.0,25657,High,98.61,2005,2,2,1,1,Plate,Steel/Concrete,Simplicity,No,Flat,121.453345445609,30.996134589927895,107104225999
shanghai,海浒新村,金山,1160000.0,15284,Middle,75.9,1994,3,2,1,1,Plate,Brick/Concrete,Simplicity,No,Flat,121.36160626489418,30.72575733309916,107104143526
shanghai,聚缘北庭,闵行,2900000.0,38724,High,74.89,2013,2,2,1,1,Plate,Steel/Concrete,Hardcover,Yes,Flat,121.55148810732119,31.051631917261066,107104186142
shanghai,城中花园,浦东,5600000.0,59600,High,93.96,2005,2,2,1,1,Plate,Steel/Concrete,Hardcover,Yes,Flat,121.35285649973532,31.16448020486374,107104123895
shanghai,临园小区,浦东,2280000.0,42890,Middle,53.16,1983,2,1,1,1,Plate,Mixed,Simplicity,No,Flat,121.70566149725161,31.198025830086443,107104176091
shanghai,新德五村,浦东,2700000.0,39137,High,68.99,1994,2,1,0,1,Plate,Mixed,Hardcover,No,Flat,121.69745709336789,31.202850186963545,107103731498
shanghai,鑫唐佳苑,浦东,3230000.0,56096,Low,57.58,2004,2,1,1,1,Plate,Steel/Concrete,Hardcover,No,Flat,121.66238913269993,31.210457764294596,107104189027
shanghai,兰坪二村,闵行,2980000.0,34797,Low,85.64,1998,2,2,1,1,Plate,Brick/Concrete,Simplicity,No,Flat,121.42506499154389,31.008647871674437,107104365769
shanghai,妙境路715弄,浦东,4600000.0,28042,Middle,164.04,1995,4,2,1,2,Plate,Brick/Concrete,Hardcover,No,Flat,121.6986733990284,31.19395927764172,107103644247
shanghai,新沪小区,普陀,2630000.0,62043,High,42.39,1984,2,1,1,1,Plate,Brick/Concrete,Hardcover,No,Flat,121.4438647292567,31.2748729864532,107104330695
shanghai,金碧汇虹苑,奉贤,3000000.0,24079,Middle,124.59,2007,3,2,1,2,Plate,Steel/Concrete,Rough,No,Flat,121.51495069849999,30.97976255780979,107104043613
shanghai,文怡花园,奉贤,2700000.0,25393,High,106.33,2004,3,2,1,2,Plate,Brick/Concrete,Rough,No,Flat,121.44532941639072,30.999749183846273,107104133181
shanghai,新南家园,奉贤,3190000.0,30101,High,105.98,2006,6,2,1,2,Plate,Steel/Concrete,Hardcover,No,Flat,121.45204766363875,30.998924869263565,107104250845
shanghai,新雅路185号,浦东,1700000.0,34110,Low,49.84,1986,1,1,1,1,Plate,Brick/Concrete,Simplicity,No,Flat,121.6888249164003,31.242134710311905,107104379861
shanghai,天和尚上海,奉贤,2350000.0,26705,Middle,88,NaN,3,1,1,1,Plate,Steel/Concrete,Rough,Unknown,Flat,121.56117902716282,30.981615851603355,107104351906
shanghai,鸿吉苑,奉贤,2650000.0,21556,High,122.94,1998,3,2,1,2,Plate,Steel/Concrete,Simplicity,No,Flat,121.43590035260523,30.993341983807696,107104152515
shanghai,金利公寓,浦东,6080000.0,48163,Middle,126.24,2008,3,2,1,2,Plate,Steel/Concrete,Hardcover,No,Flat,121.66895305106132,31.209855506125592,107104275486
shanghai,绿地春申花园,闵行,14980000.0,77916,High,192.26,2004,4,3,2,2,Plate,Steel/Concrete,Hardcover,Yes,Duplex,121.41328811647753,31.116378226840663,107104399790
shanghai,沿港河畔家园,奉贤,1950000.0,27465,Low,71,NaN,2,1,1,1,Plate,Steel/Concrete,Rough,Unknown,Flat,121.51887638340915,30.968059589247524,107104246725
shanghai,莱阳北小区,浦东,2530000.0,56123,High,45.08,1990,1,1,0,1,Plate,Brick/Concrete,Simplicity,No,Flat,121.58940836764444,31.28270655165685,107104270492
shanghai,汇龙花苑(闵行),闵行,3630000.0,34503,High,105.21,2002,2,1,1,2,Plate,Steel/Concrete,Hardcover,No,Flat,121.53771196351181,31.029818511305542,107104230431
shanghai,辰凯花苑,金山,1880000.0,18614,Low,101,1998,3,2,1,1,Plate,Brick/Concrete,Simplicity,No,Flat,121.34733174118786,30.732110291814557,107103884329
shanghai,华沙一村,浦东,3390000.0,44653,Middle,75.92,1994,2,1,1,1,Plate,Brick/Concrete,Simplicity,No,Flat,121.70109675780266,31.196870881960862,107104230029
shanghai,浦江瑞和城,闵行,3650000.0,37264,Low,97.95,2013,3,2,1,1,Plate,Steel/Concrete,Rough,Unknown,Flat,121.52299403620579,31.032619862752913,107103931198
shanghai,金都花好悦园,闵行,9600000.0,50162,High,191.38,1999,4,2,1,3,Plate,Brick/Concrete,Hardcover,No,Duplex,121.40585086549932,31.09761804117794,107104353376
shanghai,辽源四村,杨浦,4350000.0,75548,High,57.58,1985,2,0,1,1,Plate,Brick/Concrete,Hardcover,No,Flat,121.5171717588734,31.278019638866038,107103525373
shanghai,好世凤凰城,闵行,7300000.0,76544,Middle,95.37,2004,2,1,1,1,Plate,Steel/Concrete,Simplicity,No,Flat,121.39798458380953,31.099021816416947,107104400122
shanghai,星辰园(公寓),松江,6300000.0,49277,Low,127.85,2005,3,2,1,2,Plate,Steel/Concrete,Hardcover,Yes,Flat,121.23563805102712,31.056637346200752,107104343238
