City,HouseName,District,TotalPrice,Price,Floor,Square,ConstructionTime,Bedrooms,LivingRooms,Kitchens,Bathrooms,Type,Structure,Renovation,Elevator,FloorType,Lng,Lat,ID
shanghai,华建一街坊,徐汇,3720000.0,71996,Low,51.67,1994,2,1,1,1,Plate,Brick/Concrete,Hardcover,No,Flat,121.44644520166466,31.126403957890933,107103745511
shanghai,富绅时代公馆,青浦,3460000.0,44640,Low,77.51,2017,2,2,1,1,Plate,Steel/Concrete,Rough,Yes,Flat,121.10255283209617,31.16802769984218,107104255908
shanghai,上南十村,浦东,2850000.0,63334,High,45,1989,1,1,1,1,Plate,Brick/Concrete,Rough,No,Flat,121.50935030262859,31.176328095958905,107104113704
shanghai,甘泉路5弄,普陀,2330000.0,58076,High,40.12,1984,1,1,1,1,Plate,Brick/Concrete,Simplicity,No,Flat,121.48053886017651,31.235929042252014,107104206178
shanghai,天安豪园,闵行,4550000.0,84952,Low,53.56,2011,1,1,1,1,Plate,Steel/Concrete,Simplicity,Yes,Flat,121.37823120496734,31.165086694415674,107104122031
shanghai,虹桥路公寓,长宁,3560000.0,89763,High,39.66,2019,1,1,1,1,Plate,Mixed,Hardcover,No,Flat,121.40819310728602,31.205466780226125,107104050702
shanghai,昱龙家园,浦东,5530000.0,42889,Middle,128.94,2006,3,2,1,1,Plate,Steel/Concrete,Hardcover,Yes,Flat,121.60248491112263,31.130053817924864,107104027973
shanghai,塘和家园德宁苑,松江,2720000.0,38224,Middle,71.16,2015,2,1,1,1,Plate,Steel/Concrete,Simplicity,Yes,Flat,121.25777202930134,31.105382876600157,107104245445
shanghai,梅莲苑,闵行,10100000.0,78901,Middle,128.01,1999,3,2,1,2,Plate,Steel/Concrete,Simplicity,Yes,Flat,121.40940797565771,31.1651048480993,107103586946
shanghai,星颂家园,浦东,5650000.0,46955,Middle,120.33,2011,3,2,1,1,Plate,Steel/Concrete,Hardcover,Yes,Flat,121.68251827273696,31.281151757467764,107104179257
shanghai,天居玲珑湾,嘉定,2400000.0,28319,Low,84.75,2013,2,1,1,1,Plate,Steel/Concrete,Hardcover,Yes,Flat,121.21327401671181,31.408323920428682,107103934290
shanghai,美岸栖庭(公寓),宝山,4380000.0,69679,High,62.86,2013,1,2,1,1,Plate,Steel/Concrete,Simplicity,Yes,Flat,121.498880911232,31.333628559754278,107103550792
shanghai,月浦五村,宝山,1650000.0,33080,Middle,49.88,1983,2,0,1,1,Plate,Brick/Concrete,Hardcover,No,Flat,121.43197475752663,31.42417033531704,107104169682
shanghai,遵义路690号,长宁,3800000.0,67198,Low,56.55,1989,2,1,1,1,Plate,Steel/Concrete,Simplicity,No,Flat,121.41512604955093,31.220382343762264,107104190484
shanghai,共富一村,宝山,4460000.0,47231,Middle,94.43,1997,3,1,1,1,Plate,Brick/Concrete,Hardcover,No,Flat,121.43647859186201,31.35861521045371,107104181233
shanghai,瑞和家园,静安,5900000.0,66773,Middle,88.36,2005,2,2,1,1,Plate,Steel/Concrete,Hardcover,No,Flat,121.46935459725509,31.326893399835846,107104076565
shanghai,控江东三村,杨浦,3730000.0,73542,Middle,50.72,1993,2,1,1,1,Plate,Brick/Concrete,Hardcover,No,Flat,121.54042772072958,31.29250813358122,107104226926
shanghai,首创旭辉城(二期),嘉定,2700000.0,30239,Low,89.29,2018,3,2,1,1,Plate,Steel/Concrete,Hardcover,Yes,Flat,121.20436597012211,31.41841490586934,107104031257
shanghai,安居金祁新城,普陀,2950000.0,51394,Low,57.4,2006,2,1,1,1,Plate,Steel/Concrete,Simplicity,Yes,Flat,121.39161847232143,31.298582456144736,107104151117
shanghai,新顾村大家园C区,宝山,5190000.0,42510,Middle,122.09,2006,3,2,1,1,Plate,Steel/Concrete,Hardcover,Yes,Flat,121.41837701719156,31.366929911294406,107104207367
shanghai,馨浦苑西区,青浦,3680000.0,50028,Low,73.56,2016,2,1,1,1,Plate,Steel/Concrete,Rough,Yes,Flat,121.24503226055882,31.18486949830244,107104067603
shanghai,听潮一村,浦东,1680000.0,27287,Low,61.57,1987,2,2,1,1,Plate,Brick/Concrete,Simplicity,No,Flat,121.75405860490719,31.05568375279359,107104228076
shanghai,中南江山美宸,崇明,2350000.0,26123,Low,89.96,2019,3,2,1,2,Plate,Steel/Concrete,Simplicity,Yes,Flat,121.77964602888395,31.357519910527458,107103533188
shanghai,金原新苑,普陀,3870000.0,64254,High,60.23,1996,2,1,1,1,Plate,Steel/Concrete,Hardcover,No,Flat,121.43317920555441,31.266198426557537,107103971596
shanghai,明珠花苑(崇明),崇明,1950000.0,14941,Middle,130.52,2004,3,2,1,2,Plate,Steel/Concrete,Hardcover,No,Flat,121.40355686271847,31.62856998440405,107104108993
shanghai,茅台雅苑,长宁,5350000.0,75353,Low,71,1992,2,1,1,1,Tower,Steel/Concrete,Hardcover,Yes,Flat,121.39602214559244,31.21410767477313,107104109138
shanghai,镇宁路405弄,长宁,6030000.0,79932,High,75.44,1992,2,1,1,1,Plate,Steel/Concrete,Hardcover,No,Flat,121.44057863787066,31.228985810709954,107104094520
shanghai,阳光星期8,奉贤,3690000.0,40760,Low,90.53,NaN,3,2,1,1,Plate,Steel/Concrete,Hardcover,Unknown,Flat,121.48941636437887,30.925222121129657,107103171550
shanghai,馨浦苑北区,青浦,3990000.0,53457,High,74.64,2018,2,1,1,1,Plate,Steel/Concrete,Rough,Yes,Flat,121.24657698671378,31.186850823753257,107103766061
shanghai,天安豪园,闵行,7130000.0,92863,High,76.78,2014,2,1,1,1,Plate,Steel/Concrete,Hardcover,Yes,Flat,121.37823120496734,31.165086694415674,107104226367
shanghai,桃浦五村山茶苑,普陀,2850000.0,47038,Low,60.59,1997,2,1,1,1,Plate,Steel/Concrete,Rough,No,Flat,121.12172967846209,30.979585539415073,107103749837
shanghai,小富人家,闵行,6850000.0,65796,Middle,104.11,2003,3,2,1,1,Plate,Steel/Concrete,Simplicity,No,Flat,121.48053886017651,31.235929042252014,107103725232
shanghai,润江花苑,松江,3240000.0,32278,Low,100.38,2007,3,1,1,2,Plate,Steel/Concrete,Other,Yes,Flat,121.26549224651518,31.113695613870558,107104364075
shanghai,小囡桥小区,嘉定,1180000.0,28887,High,40.85,1981,1,1,1,1,Plate,Brick/Concrete,Hardcover,Yes,Flat,121.25207299948492,31.385350160491694,107104356745
shanghai,光新大楼,普陀,4100000.0,81804,High,50.12,1990,1,1,0,2,Tower,Steel/Concrete,Hardcover,Yes,Flat,121.43749520420766,31.257565197958293,107104184912
shanghai,龙柏四村,闵行,3550000.0,69924,Low,50.77,1996,1,1,1,1,Plate,Brick/Concrete,Simplicity,No,Flat,121.36946068895121,31.185591628083518,107103926476
shanghai,圣鑫苑,浦东,3680000.0,47948,High,76.75,2008,1,1,1,1,Plate,Steel/Concrete,Simplicity,Yes,Flat,121.5921235858789,31.133715436583294,107104147415
shanghai,桃浦五村迎春苑,普陀,3600000.0,47638,Middle,75.57,1998,2,1,1,1,Plate,Brick/Concrete,Simplicity,No,Flat,121.35572946041734,31.290817031445545,107104121436
shanghai,小富人家,闵行,4950000.0,63904,Low,77.46,2003,2,2,1,1,Plate,Steel/Concrete,Simplicity,No,Flat,121.48053886017651,31.235929042252014,107104257209
shanghai,清涧七街坊,普陀,2850000.0,60026,Low,47.48,1995,1,1,1,1,Plate,Brick/Concrete,Simplicity,No,Flat,121.39228986585958,31.26545083607751,107104121208
shanghai,济阳一村,浦东,3780000.0,62552,High,60.43,1989,2,1,1,1,Plate,Brick/Concrete,Rough,No,Flat,121.4891263015297,31.171984763956793,107103974344
shanghai,茸南苑,松江,2050000.0,27673,Middle,74.08,1996,2,1,1,1,Plate,Brick/Concrete,Simplicity,No,Flat,121.25591918435646,31.006542927246564,107104168328
shanghai,红明一村,闵行,3990000.0,68829,Low,57.97,1994,2,1,1,1,Plate,Brick/Concrete,Hardcover,No,Flat,121.38229001875307,31.164400714349053,107104125746
shanghai,高兴花园,闵行,3990000.0,67059,Low,59.5,1996,2,1,1,1,Plate,Brick/Concrete,Simplicity,No,Flat,121.41449813399946,31.119619319088855,107103749949
shanghai,南大路76弄,宝山,2790000.0,43486,High,64.16,1992,2,1,1,1,Plate,Brick/Concrete,Simplicity,No,Flat,121.41301422312753,31.305833449287064,107103994172
shanghai,月厦新天地,松江,1170000.0,23307,Middle,50.2,2005,1,1,1,1,Tower,Steel/Concrete,Simplicity,Yes,Flat,121.24468299937654,31.016339344722805,107104190209
shanghai,上钢七村,浦东,2560000.0,70699,High,36.21,1983,1,1,1,1,Plate,Brick/Concrete,Hardcover,No,Flat,121.49458862784422,31.178735727618484,107104035538
shanghai,绿地启航城,青浦,1850000.0,22156,Low,83.5,2011,3,2,1,1,Plate,Steel/Concrete,Rough,Yes,Flat,121.12925505321083,31.290882682668023,107104330446
shanghai,长新小区(普陀),普陀,2000000.0,60846,Low,32.87,1986,1,1,1,1,Plate,Brick/Concrete,Simplicity,No,Flat,121.43940661867178,31.273737582312304,107104134588
shanghai,绿地启航城,青浦,1100000.0,21248,Middle,51.77,2012,1,1,1,1,Tower,Steel/Concrete,Hardcover,Yes,Flat,121.12925505321083,31.290882682668023,107104328212
shanghai,港驳小区,浦东,2750000.0,73139,High,37.6,1976,1,1,1,1,Plate,Brick/Concrete,Hardcover,No,Flat,121.53289560868951,31.219864920100306,107104168556
shanghai,伟莱家园,浦东,4200000.0,73659,Low,57.02,2002,1,1,1,1,Plate,Brick/Concrete,Simplicity,No,Flat,121.58358420387049,31.28830489246187,107104244236
shanghai,白鹤小区,嘉定,3660000.0,42012,High,87.12,1999,2,1,1,1,Plate,Steel/Concrete,Hardcover,No,Flat,121.5000530202614,31.288997911052594,107103683041
shanghai,新翔家园,嘉定,3650000.0,52496,High,69.53,2012,2,1,1,1,Other,Steel/Concrete,Hardcover,Yes,Flat,121.32172976466184,31.30458325974276,107103850772
shanghai,汇成二村,徐汇,3780000.0,64727,High,58.4,1994,2,1,1,1,Plate,Brick/Concrete,Simplicity,No,Flat,121.44147784168615,31.15253648271551,107104233848
shanghai,华建一街坊,徐汇,2450000.0,70021,Low,34.99,1994,1,1,1,1,Plate,Brick/Concrete,Simplicity,No,Flat,121.44644520166466,31.126403957890933,107104044133
shanghai,泗塘四村,宝山,1750000.0,49505,High,35.35,1987,1,1,1,1,Plate,Brick/Concrete,Rough,No,Flat,121.46680305028454,31.34109603618173,107104015761
shanghai,月浦五村,宝山,1660000.0,30370,High,54.66,1984,2,1,1,1,Plate,Brick/Concrete,Simplicity,No,Flat,121.43197475752663,31.42417033531704,107103866171
shanghai,延吉七村,杨浦,4950000.0,74921,Middle,66.07,1987,2,1,1,1,Tower,Steel/Concrete,Simplicity,Yes,Flat,121.5394758762112,31.29676711272922,107104151095
shanghai,康虹花园(公寓),青浦,2950000.0,44222,Middle,66.71,1994,2,1,1,1,Plate,Brick/Concrete,Hardcover,No,Flat,121.32086999645824,31.17983884114002,107104011485
shanghai,茸南苑,松江,2530000.0,24804,High,102,2005,3,2,1,2,Plate,Brick/Concrete,Hardcover,No,Flat,121.25591918435646,31.006542927246564,107104169893
shanghai,东三小区,浦东,2450000.0,60569,High,40.45,1984,1,1,1,1,Plate,Brick/Concrete,Simplicity,No,Flat,121.51636454154215,31.207359799646664,107104094918
shanghai,安居锦竹苑,普陀,3850000.0,50618,High,76.06,2013,2,1,1,1,Plate,Steel/Concrete,Hardcover,Yes,Flat,121.35423378174323,31.296172584519915,107104133324
shanghai,三兴苑,虹口,3750000.0,65663,High,57.11,2004,1,1,1,1,Plate,Steel/Concrete,Hardcover,No,Flat,121.48786660771306,31.31991404821287,107104268683
shanghai,政通路285弄,杨浦,3600000.0,75157,High,47.9,1981,2,1,1,1,Plate,Brick/Concrete,Simplicity,No,Flat,121.51799101349852,31.30731285974256,107104189632
shanghai,桃浦一村瑞香苑,普陀,2630000.0,48858,Middle,53.83,1985,2,1,1,1,Plate,Brick/Concrete,Simplicity,No,Flat,121.3594307486101,31.28606525696303,107104109315
shanghai,海江二村,宝山,1830000.0,45197,High,40.49,1994,1,1,1,1,Plate,Brick/Concrete,Hardcover,No,Flat,121.50955296035164,31.39841492643438,107104183272
shanghai,民星二村,杨浦,2450000.0,67382,Middle,36.36,1995,1,1,0,1,Plate,Brick/Concrete,Simplicity,No,Flat,121.54276268624166,31.31920622034261,107104016178
shanghai,世纪非凡怡园,宝山,3570000.0,45059,Middle,79.23,2008,2,2,1,1,Plate,Steel/Concrete,Hardcover,No,Flat,121.39828192293335,31.358913393759487,107104203071
shanghai,丰庄十二街坊,嘉定,2050000.0,58206,High,35.22,1997,1,0,1,1,Plate,Brick/Concrete,Hardcover,No,Flat,121.3649275698562,31.253403294528944,107104118364
shanghai,李园二村,嘉定,1525000.0,28575,Middle,53.37,1990,2,1,1,1,Plate,Brick/Concrete,Simplicity,No,Flat,121.25826915157054,31.397208977530354,107103849210
shanghai,塘和家园登云苑,松江,1600000.0,32194,Low,49.7,2015,1,1,1,1,Plate,Steel/Concrete,Simplicity,Yes,Flat,121.26249379255341,31.105731416467062,107104390288
shanghai,天山星城,长宁,9200000.0,119110,High,77.24,2008,2,1,1,1,Plate,Steel/Concrete,Hardcover,Yes,Flat,121.39363301225809,31.218693873712798,107104389812
shanghai,宜川五村,普陀,2200000.0,53698,High,40.97,1988,1,0,1,1,Plate,Brick/Concrete,Hardcover,No,Flat,121.45046799339944,31.26748917898916,107104373321
shanghai,泗塘一村,宝山,2290000.0,47868,Low,47.84,1980,2,1,1,1,Plate,Brick/Concrete,Simplicity,No,Other,121.46039983877887,31.3447274291945,107103776917
shanghai,保德公寓,静安,2280000.0,54222,High,42.05,1996,1,1,1,1,Plate,Brick/Concrete,Hardcover,No,Other,121.45011900170883,31.32152889057164,107104374673
shanghai,丽景苑,松江,5850000.0,51397,High,113.82,2007,3,2,1,1,Plate,Steel/Concrete,Simplicity,Yes,Flat,121.42389369098943,31.201848270143014,107104137551
shanghai,保德公寓,静安,2970000.0,54099,High,54.9,1996,2,1,1,1,Plate,Brick/Concrete,Hardcover,No,Other,121.45011900170883,31.32152889057164,107104373070
shanghai,鞍山三村,杨浦,1980000.0,62167,High,31.85,2001,1,0,1,1,Plate,Brick/Concrete,Simplicity,No,Other,121.51942866163668,31.28394198969614,107103970840
shanghai,鞍山三村,杨浦,2250000.0,70644,Middle,31.85,2002,1,1,1,1,Plate,Brick/Concrete,Hardcover,No,Other,121.51942866163668,31.28394198969614,107104320955
shanghai,福汇一村,浦东,6230000.0,22093,Low,282,1997,5,2,1,3,Plate,Brick/Concrete,Hardcover,No,Other,121.76373434338572,31.042337227405476,107103516654
shanghai,馨宁公寓,徐汇,6650000.0,80607,Low,82.5,2011,2,2,1,1,Plate,Steel/Concrete,Rough,Yes,Other,121.45405780187843,31.13474675038343,107104311578
shanghai,泰禾红桥,青浦,3350000.0,42197,Middle,79.39,NaN,2,2,1,1,Plate,Steel/Concrete,Hardcover,Unknown,Other,121.48053886017651,31.235929042252014,107104369487
shanghai,控江小区,杨浦,1940000.0,59601,Middle,32.55,1988,1,0,1,1,Plate,Brick/Concrete,Simplicity,No,Other,121.53379777691319,31.28411612087753,107103743875
shanghai,科宁公寓,长宁,5450000.0,70016,Middle,77.84,1991,2,1,1,1,Tower,Steel/Concrete,Hardcover,Yes,Other,121.41698653009266,31.222445756409176,107104349925
shanghai,凤城二村,杨浦,1880000.0,60941,Middle,30.85,1988,1,0,1,1,Plate,Brick/Concrete,Hardcover,No,Other,121.52513433891386,31.284134020032397,107104034264
shanghai,马桥景城馨苑,闵行,3150000.0,41328,Low,76.22,2014,2,1,1,1,Plate,Steel/Concrete,Rough,Yes,Other,121.37707553492874,31.023007566114224,107104153912
shanghai,城南居委小区,浦东,2550000.0,43002,Middle,59.3,1990,2,1,1,1,Plate,Brick/Concrete,Simplicity,No,Other,121.71285782269204,31.198189387382293,107104295966
shanghai,工农新村小区,杨浦,1990000.0,53481,High,37.21,2010,1,0,1,1,Plate,Brick/Concrete,Hardcover,No,Other,121.54691815770028,31.333721477976017,107104297977
shanghai,中山北一路266号,虹口,2850000.0,59950,High,47.54,1983,2,0,1,1,Plate,Brick/Concrete,Simplicity,No,Other,121.48555787272186,31.282500090798823,107103803316
shanghai,凤城三村东区,杨浦,1650000.0,59439,Low,27.76,1988,1,1,1,1,Plate,Brick/Concrete,Simplicity,No,Other,121.5279381300716,31.287819938399068,107103322936
shanghai,零陵小区,徐汇,3880000.0,102133,Middle,37.99,1975,1,1,1,1,Plate,Brick/Concrete,Hardcover,No,Other,121.45099305297003,31.19350457021264,107104288270
shanghai,徐汇世家花园,徐汇,10500000.0,110667,Low,94.88,2014,2,2,0,1,Plate,Steel/Concrete,Hardcover,Yes,Other,121.42483295923066,31.1875658329986,107103922677
shanghai,湖畔尚品,松江,650000.0,15979,Middle,40.68,2006,1,1,1,1,Tower,Steel/Concrete,Hardcover,Yes,Other,121.2203996455086,31.039146227740613,107104378270
shanghai,九歌中庭,闵行,1390000.0,38093,Middle,36.49,2006,1,0,1,1,Plate,Steel/Concrete,Simplicity,Yes,Flat,121.38861723361259,31.16936306446327,107102989268
shanghai,浦江世博家园十二街坊,闵行,4450000.0,53712,Low,82.85,2007,2,2,1,1,Plate,Steel/Concrete,Simplicity,Yes,Other,121.5088426701849,31.080716594254362,107104380330
shanghai,万顺苑,闵行,4050000.0,43104,Middle,93.96,2007,2,2,1,1,Plate,Steel/Concrete,Simplicity,Yes,Flat,121.42875145769572,31.05024568839664,107104392286
shanghai,新时空国际商务广场,长宁,2000000.0,49262,High,40.6,2005,1,1,1,1,Tower,Steel/Concrete,Hardcover,Yes,Other,121.42341408567763,31.22307039935418,107104387519
shanghai,梅陇十一村,徐汇,3350000.0,69002,High,48.55,1994,2,0,1,1,Plate,Brick/Concrete,Simplicity,No,Other,121.43363204136199,31.13872183133972,107104400295
shanghai,日晖六村,徐汇,2200000.0,68686,Middle,32.03,1958,1,1,1,1,Plate,Brick/Concrete,Simplicity,No,Other,121.46625544324566,31.20125491411937,107103529780
shanghai,日晖六村,徐汇,2270000.0,67121,Middle,33.82,1958,1,0,1,1,Plate,Brick/Concrete,Simplicity,No,Other,121.46625544324566,31.20125491411937,107104145271
shanghai,临潮一村,金山,830000.0,13620,High,60.94,1990,2,1,1,1,Plate,Brick/Concrete,Rough,No,Flat,121.35348225935358,30.7230803199678,107104362667
shanghai,李园二村,嘉定,2760000.0,28317,High,97.47,1996,3,2,1,1,Plate,Steel/Concrete,Simplicity,No,Other,121.25826915157054,31.397208977530354,107104384295
shanghai,宜川三村,普陀,1600000.0,57679,High,27.74,1985,1,0,1,1,Plate,Steel/Concrete,Simplicity,No,Other,121.44775394296215,31.263887960645135,107104382831
shanghai,西郊半岛名苑,青浦,3280000.0,36743,Low,89.27,2014,3,1,1,1,Plate,Steel/Concrete,Hardcover,Yes,Flat,121.23427496224627,31.232494891468793,107104386090
shanghai,佳乐苑,青浦,4900000.0,33546,Middle,146.07,2005,3,2,1,2,Plate,Brick/Concrete,Rough,Yes,Other,121.14771154838829,31.169165468467302,107104394547
shanghai,新汇绿苑,闵行,4100000.0,37338,Low,109.81,2008,3,2,1,1,Plate,Steel/Concrete,Hardcover,No,Other,121.52928666630318,31.029655898545077,107104379621
shanghai,华银坊,闵行,4800000.0,42336,Middle,113.38,2005,3,2,1,2,Plate,Steel/Concrete,Simplicity,No,Flat,121.39677699171247,31.02916542829242,107104403639
shanghai,巴黎之春,普陀,10000000.0,66975,Middle,149.31,2002,3,2,1,2,Plate,Steel/Concrete,Simplicity,Yes,Other,121.41280042641615,31.27056030636335,107104393537
shanghai,海江二村,宝山,2600000.0,41943,High,61.99,1997,2,1,0,1,Plate,Brick/Concrete,Simplicity,No,Other,121.50955296035164,31.39841492643438,107104391789
shanghai,中远行家,浦东,6300000.0,69938,High,90.08,2004,2,1,1,2,Tower,Steel/Concrete,Simplicity,Yes,Other,121.53578231344582,31.20925139096316,107104392290
shanghai,天台家园,长宁,12750000.0,91209,Low,139.79,2003,4,2,1,2,Plate,Steel/Concrete,Hardcover,Yes,Other,121.3889341557965,31.217399282175855,107104382718
shanghai,呼玛五村,宝山,3200000.0,51241,High,62.45,1995,2,1,1,1,Plate,Steel/Concrete,Hardcover,No,Flat,121.44550521477903,31.34705925506589,107104348651
shanghai,东方蓝海国际广场,杨浦,2960000.0,46985,Low,63,2013,1,1,1,1,Tower,Steel/Concrete,Hardcover,Yes,Other,121.52745403323227,31.296417894399635,107104351323
shanghai,蓝天新村,松江,1980000.0,27689,High,71.51,1996,2,1,1,1,Plate,Brick/Concrete,Simplicity,No,Other,121.25918416556301,31.019182334529297,107104375710
shanghai,城丰路15弄,浦东,4300000.0,27152,Middle,158.37,1996,3,2,1,2,Plate,Brick/Concrete,Simplicity,No,Other,121.69708187115637,31.197356076198027,107104370527
shanghai,紫薇二村,闵行,3680000.0,43489,High,84.62,2000,2,1,1,1,Plate,Brick/Concrete,Simplicity,No,Other,121.30407132409945,31.210282723761956,107104372727
shanghai,中城绿苑,闵行,4790000.0,91082,Low,52.59,2005,1,1,1,1,Plate,Steel/Concrete,Simplicity,Yes,Other,121.40897274663814,31.119431743004565,107104362619
shanghai,华美达公寓,杨浦,1180000.0,32294,Middle,36.54,2008,1,0,1,1,Tower,Steel/Concrete,Hardcover,Yes,Other,121.56050727430247,31.189224204042507,107104365939
shanghai,凤城三村东区,杨浦,4600000.0,70726,High,65.04,1984,3,1,1,1,Plate,Brick/Concrete,Hardcover,No,Other,121.5279381300716,31.287819938399068,107104361428
shanghai,崧涵庭,青浦,4900000.0,36909,Low,132.76,2014,3,1,1,2,Plate,Steel/Concrete,Simplicity,Unknown,Flat,121.15691432901579,31.153324686521245,107104304721
shanghai,春辉新村,闵行,3830000.0,49877,Low,76.79,2002,2,2,1,1,Plate,Steel/Concrete,Simplicity,No,Other,121.3941505260624,31.069592267014567,107104304008
shanghai,汇枫景苑,宝山,4300000.0,51989,Low,82.71,2016,3,1,1,1,Plate,Steel/Concrete,Rough,Yes,Other,121.37745614697333,31.328404324679042,107104303241
shanghai,汇成四村,徐汇,2280000.0,67858,High,33.6,1994,1,0,1,1,Plate,Brick/Concrete,Hardcover,No,Other,121.44302391529936,31.14928771829443,107104320827
shanghai,宜达新居,青浦,4750000.0,37367,Middle,127.12,2006,3,2,1,2,Plate,Steel/Concrete,Rough,Yes,Other,121.15558851991362,31.169113481648598,107104341060
shanghai,德园路375弄,嘉定,4100000.0,33226,High,123.4,2000,3,2,1,1,Plate,Brick/Concrete,Simplicity,Yes,Other,121.3153620362238,31.299740854041808,107104350449
shanghai,国权路333弄,杨浦,2500000.0,69349,High,36.05,1986,1,1,1,1,Plate,Brick/Concrete,Simplicity,No,Other,121.51398591838229,31.295878906089477,107104369817
shanghai,玉兰四村,嘉定,3150000.0,27116,Low,116.17,1998,3,1,1,2,Plate,Brick/Concrete,Simplicity,No,Other,121.17260071949214,31.303345009470704,107104368524
shanghai,东方明珠花园,青浦,990000.0,23126,High,42.81,1995,1,1,1,1,Plate,Steel/Concrete,Simplicity,Yes,Other,121.31614176540647,31.180017491478463,107104349613
shanghai,御景龙庭,金山,1210000.0,19653,Low,61.57,2011,1,2,1,1,Plate,Steel/Concrete,Hardcover,Yes,Other,121.33068101974656,30.738287841880826,107104370101
shanghai,茶陵小区,徐汇,2880000.0,91140,High,31.6,1989,1,1,1,1,Plate,Brick/Concrete,Simplicity,No,Other,121.47453216072293,31.201808888222498,107104377278
shanghai,名都城(公寓),闵行,12500000.0,79847,Low,156.55,1998,3,2,1,2,Plate & Tower,Steel/Concrete,Hardcover,Yes,Other,121.54061295132573,31.035734423504866,107104379021
shanghai,绿地公园广场,宝山,830000.0,24888,High,33.35,2012,1,1,1,1,Tower,Steel/Concrete,Simplicity,Yes,Other,121.37783397427081,31.350908906755738,107101110164
shanghai,万乐城(商业类),闵行,650000.0,29858,Middle,21.77,NaN,1,0,1,1,Tower,Steel/Concrete,Hardcover,Yes,Other,121.45215267555287,31.04491722245169,107103743360
shanghai,底特律财富天地,嘉定,1120000.0,13279,Middle,84.35,2011,3,2,0,1,Tower,Steel/Concrete,Hardcover,Yes,Flat,121.16828786490817,31.295650026041514,107103053869
shanghai,华丽家族汇景天地(商业类),黄浦,3200000.0,54064,High,59.19,2012,1,0,1,1,Plate,Steel/Concrete,Hardcover,Yes,Other,121.48437489419578,31.204560949640157,107104226953
shanghai,新城尚上城（商住）,嘉定,1050000.0,19334,Middle,54.31,2013,2,1,1,1,Tower,Steel/Concrete,Hardcover,Yes,Other,121.18544127811286,31.290933367540276,107103891289
shanghai,中福大厦,黄浦,1550000.0,39703,High,39.04,2002,1,0,1,1,Tower,Steel/Concrete,Simplicity,Yes,Other,121.48516441490848,31.239997322666376,107104047963
shanghai,水清年华花园,闵行,4250000.0,69434,Low,61.21,2011,1,1,1,1,Plate,Steel/Concrete,Simplicity,Yes,Other,121.34947330152366,31.15545091864381,107104376948
shanghai,菊泉新城(菊泉街39弄),宝山,3150000.0,37779,Low,83.38,2005,2,1,1,1,Plate & Tower,Steel/Concrete,Simplicity,Yes,Other,121.38705418202522,31.35767887166241,107104400272
shanghai,扬盛佳苑,浦东,3800000.0,43880,Middle,86.6,2007,2,2,1,1,Plate,Steel/Concrete,Rough,Yes,Other,121.64298914724533,31.320933131984955,107104307282
shanghai,V6时代新源商务楼,嘉定,650000.0,11823,Middle,54.98,NaN,1,1,1,1,Other,Unknown,Other,Yes,Other,121.16486846498445,31.29671342252101,107104313793
shanghai,万科四季花城,宝山,5650000.0,45291,Low,124.75,2004,3,2,1,1,Plate,Steel/Concrete,Hardcover,No,Other,121.45092810548167,31.39158188249665,107104315684
shanghai,凤凰赢家,杨浦,750000.0,28143,High,26.65,1998,1,0,0,1,Plate,Steel/Concrete,Simplicity,Yes,Flat,121.52071566394083,31.2810913458769,107104348163
shanghai,荣和怡景园,普陀,4300000.0,66410,Low,64.75,2013,2,1,1,1,Plate,Steel/Concrete,Simplicity,Yes,Flat,121.39618518804251,31.28106233595475,107104324724
shanghai,控江六村,杨浦,2380000.0,79123,Middle,30.08,1981,1,0,1,1,Plate,Brick/Concrete,Simplicity,No,Other,121.53662303757261,31.29061190000752,107103422958
shanghai,江阴路95、97号,黄浦,3600000.0,95745,Low,37.6,NaN,2,0,1,1,Bungalow,Brick/Wood,Simplicity,No,Other,121.4753828560409,31.235634402493204,107101474169
shanghai,新城尚上城（商住）,嘉定,850000.0,18580,Middle,45.75,2013,2,1,1,1,Tower,Steel/Concrete,Hardcover,Yes,Other,121.18544127811286,31.290933367540276,107103991900
shanghai,新城尚上城（商住）,嘉定,1150000.0,21297,High,54,2013,1,1,1,1,Tower,Steel/Concrete,Hardcover,Yes,Other,121.18544127811286,31.290933367540276,107101229683
shanghai,象屿虹桥悦府,松江,7450000.0,62606,Low,119,NaN,4,2,1,2,Plate,Steel/Concrete,Simplicity,Yes,Other,121.18970005470511,31.444703284783714,107104383328
shanghai,海滨新村,宝山,1270000.0,42589,High,29.82,1959,1,0,1,1,Plate,Brick/Concrete,Simplicity,No,Other,121.49957197766082,31.38265691132368,107104386358
shanghai,臻果国际,闵行,4500000.0,77748,Middle,57.88,2005,1,1,1,1,Plate,Steel/Concrete,Hardcover,Yes,Flat,121.38067800951539,31.17506088030758,107103839124
shanghai,龙湖北城天街,宝山,940000.0,26265,Middle,35.79,NaN,1,1,1,1,Tower,Steel/Concrete,Simplicity,Yes,Other,121.36796878316024,31.36721058304582,107103804475
shanghai,江桥万达广场(嘉定),嘉定,1200000.0,22116,Low,54.26,2011,1,1,1,1,Tower,Steel/Concrete,Simplicity,Yes,Other,121.35217477568379,31.26535854435243,107104178529
